composition,icsdnum,energyperatom
Cu1Sb1Sr1,53339.0,-3.3369999999999997
Ag1P1Sr1,52596.0,-3.3369999999999997
Ag1In1S2,32655.0,-3.3369999999999997
K2Se3,1264.0,-3.3369999999999997
Br4Fe1Li2,82200.0,-3.3369999999999997
K1Mg1P1,641231.0,-3.3369999999999997
As1K1,409653.0,-3.3369999999999997
Na1Se2,402584.0,-3.3360000000000003
Na2Se3Te1,63011.0,-3.3360000000000003
Al1As2K2Na1,73280.0,-3.335
Au1Li1S1,280534.0,-3.335
Au1Li1S1,165259.0,-3.335
Ge2Na4Te5,37183.0,-3.3339999999999996
Ca1Si1Zn1,52791.0,-3.3339999999999996
Cd1Cu2Ge1Se4,619750.0,-3.333
As5K8Nb1Pb1,281026.0,-3.333
In1Sb1,44641.0,-3.333
K1Si1,409852.0,-3.332
Ge2Na4Te5,38050.0,-3.332
K4Sn9,240048.0,-3.332
Cd3N2,416908.0,-3.3310000000000004
Pd9Te4,90787.0,-3.3310000000000004
Bi1Cl3,2866.0,-3.3289999999999997
Ba1Ge2Mg2,25312.0,-3.3289999999999997
Ag2K1S4Sb1,82143.0,-3.3289999999999997
Ag6K2S10Sn3,170317.0,-3.3289999999999997
Cl4Ge1,280880.0,-3.3280000000000003
Cl9Nb1Se1,411517.0,-3.3280000000000003
K4P3,64625.0,-3.3280000000000003
Ag2Cd1Ge1S4,423404.0,-3.3280000000000003
Cl2Pd1Se8,418159.0,-3.327
Co1K6Se4,68605.0,-3.327
Ag2Cd1Ge1S4,152753.0,-3.327
As2Ga1K2Li1,401208.0,-3.327
Cd1Sb2Sn1,44259.0,-3.326
Cu1S1,32105.0,-3.324
Cu1S1,67581.0,-3.324
Ca1I2,52280.0,-3.324
Bi1Li1,616780.0,-3.324
Bi1Mg1Ni1,76253.0,-3.322
Li3N2Na3,92311.0,-3.322
Bi1Br1,1560.0,-3.321
Ba5Sn3,616156.0,-3.321
Bi2Cl7Se4,410302.0,-3.321
Ge1K2Te4,38341.0,-3.321
Ba1Mg4Si3,165630.0,-3.32
Al1Cd1Cl4,59173.0,-3.32
Cl8N1S2Sb1,73301.0,-3.319
Cu8Ge1S6,89452.0,-3.319
Cu8Ge1S6,280133.0,-3.319
Ir5Mg15Si2,95783.0,-3.318
Cl6In1Na3,154092.0,-3.318
K1Si1,641367.0,-3.3160000000000003
Ag2Rb1S4Sb1,82145.0,-3.3160000000000003
Br1Li1,44274.0,-3.315
In1Ir1Li2,639824.0,-3.315
Bi3In4Pb1,616725.0,-3.3139999999999996
Li3N2Na3,92312.0,-3.313
Au1N1,167866.0,-3.313
Li2N1Na1,92305.0,-3.312
Pd20Te7,649000.0,-3.3110000000000004
Ba2Ge1,25351.0,-3.3110000000000004
Li1Pb1Pd2,104767.0,-3.31
K3Na2P3Sn1,50532.0,-3.3089999999999997
Cu4Na1S4,81306.0,-3.3080000000000003
Li1Rb1Se1,78878.0,-3.3080000000000003
Ga1In1Te2,600687.0,-3.306
Ba1Bi2Zn1,58638.0,-3.306
As1Li3,610783.0,-3.306
Li1Rh1,150551.0,-3.305
Cl4Li2Zn1,402399.0,-3.305
Ga2K2Sb3,300196.0,-3.305
Bi9Ca9Cd4,58760.0,-3.303
Hg1O2,655816.0,-3.302
As3Na5Si1,300188.0,-3.301
Cl4Li2Zn1,202743.0,-3.301
Ge1In1Li1,53650.0,-3.299
Au1Bi1Ca1,58399.0,-3.299
Al1K3Te3,300168.0,-3.298
Li1Sn1,104782.0,-3.298
Bi14Br16Pd1,412895.0,-3.2960000000000003
Ag1Fe1Te2,43278.0,-3.295
Si1Sr2,160102.0,-3.295
In7Te10,400669.0,-3.293
Br6W1,62048.0,-3.292
Ag1As1S1,604740.0,-3.292
Cd4Se6Si1,96265.0,-3.292
Li2Si1,642372.0,-3.2910000000000004
Cl1Rb1,44620.0,-3.2910000000000004
Ga1Li2Pt1,106713.0,-3.2910000000000004
Ga1K1Te2,411170.0,-3.29
Al2Hg1Te4,25641.0,-3.2889999999999997
Ag1K3O2,200086.0,-3.2880000000000003
Al5Ba5Sn1,416338.0,-3.2880000000000003
Cl3Rh1Te6,422367.0,-3.2880000000000003
Ga1Li2Rh1,106714.0,-3.287
I2Sr1,203137.0,-3.287
Rb4Sb6Sn1,300212.0,-3.285
Cl3Sb1,8258.0,-3.285
Cd1Cu2Se4Sn1,95118.0,-3.285
Cd1Cu2Se4Sn1,619784.0,-3.285
Cl4K2Pt1,2722.0,-3.284
Cl4K2Pt1,68767.0,-3.284
As3In2K3,300199.0,-3.284
Rb2Se3,14093.0,-3.283
Ge1K3Te3,10108.0,-3.283
Cu4Mn1Sn1,628407.0,-3.282
Hg1K2Se4Sn1,413308.0,-3.282
Au1Na5Se12,85954.0,-3.28
Br3Ir1Te6,423673.0,-3.279
Cl6Ga1Sb1,24786.0,-3.279
Ba5Mg18Si13,410451.0,-3.279
Hg1In2Se4,25649.0,-3.279
Pd1Rb2Se2,648724.0,-3.278
Ga3Na2Sb3,63617.0,-3.278
Cl8Ga2Ni1,417870.0,-3.278
Li1Sn1,107516.0,-3.2769999999999997
Br8Li6Mg1,73275.0,-3.2760000000000002
Cl2Pd1Se6,405207.0,-3.2760000000000002
Mg1Si1Sr1,42457.0,-3.275
Na1Rb7Si8,423306.0,-3.2739999999999996
Bi1I1Te1,79364.0,-3.272
I2Sr1,37050.0,-3.27
I2Sr1,15101.0,-3.27
K2Pt1Te2,40432.0,-3.27
Ga3I1Te3,66031.0,-3.27
Ni1Sb1Zn1,240198.0,-3.2689999999999997
Cu2Na4S3,71682.0,-3.2689999999999997
Ag2Ba1S2,50183.0,-3.2680000000000002
Ba2Cd2Sb3,420834.0,-3.2680000000000002
B1Mg8Rh4,249110.0,-3.2680000000000002
In1K2Na1P2,300132.0,-3.2680000000000002
Ag3P1S4,416585.0,-3.266
As1Cl3,35133.0,-3.265
B1Mg8Pt4,245121.0,-3.264
Cu4Na3S4,10004.0,-3.264
Cu2Sb2Sr1,41923.0,-3.264
Cl7Ga2In1,418803.0,-3.263
Cl2Ga1,14218.0,-3.263
As1Li3,610785.0,-3.263
As4K7Nb1,380109.0,-3.262
In2K12Se9,419589.0,-3.26
K1Na1S1,62658.0,-3.26
As2In1K2Li1,402147.0,-3.259
Na1Sn2,170467.0,-3.259
Be2Cu1,616247.0,-3.258
Ag1Bi1Se2,26519.0,-3.2569999999999997
Pd34Se11,65053.0,-3.2569999999999997
In2Te3,43550.0,-3.2569999999999997
Cu1Rb1Se4,404225.0,-3.2560000000000002
Cl7Ga3,67279.0,-3.255
Cu3Sb1Se4,400652.0,-3.2539999999999996
Ba6In5N1,409805.0,-3.253
As2Mg3,24485.0,-3.252
Ba1Bi2Cd1,58635.0,-3.252
In2Te5,1385.0,-3.25
In2Te5,501.0,-3.2489999999999997
Ag1As1Ca1,604730.0,-3.248
Ag1As1Ca1,10017.0,-3.248
Br4Co1Rb2,280363.0,-3.248
Cl3Ga1,30336.0,-3.247
Cl3Ga1,413455.0,-3.247
Br4Co1Rb2,280362.0,-3.247
Ba1Cu2Te2,51444.0,-3.247
K1Se1,73172.0,-3.247
In2Se1,44646.0,-3.247
Au1Sb1Sr1,106292.0,-3.247
Au1Bi8Br9Sb1,416287.0,-3.245
As2Ba1Cd2,30917.0,-3.245
Cd1Cl8Na6,35070.0,-3.2439999999999998
Al1Na3Te3,300163.0,-3.2439999999999998
Rb1Si1,43519.0,-3.2439999999999998
Cl1In1Te1,21031.0,-3.2430000000000003
Al1As2K3,300121.0,-3.2430000000000003
Au1K1Se5,67372.0,-3.241
As1Rb1,412594.0,-3.24
Ga1Na1Te2,44702.0,-3.24
Li2Sb1,100020.0,-3.24
Au1Na3S2,202329.0,-3.239
In1K9Se7,419590.0,-3.238
Bi1Sr2,41836.0,-3.238
Ba1Bi2Mg2,100049.0,-3.237
Br2Pb1,36170.0,-3.237
Ba11Bi14Cd8,240338.0,-3.237
In5Sb3,640434.0,-3.237
Pd7Se2,65052.0,-3.236
In3Te4,44655.0,-3.236
Cl1I1Pb1,32642.0,-3.236
Bi9Cd4Sr9,58763.0,-3.235
Ga2Li1Pd1,106712.0,-3.234
Cl1Na1,622368.0,-3.234
Cl3K1Ni1,10508.0,-3.233
Cu1K1S1,49008.0,-3.233
In1K1Te2,73410.0,-3.2319999999999998
Be1Na1Sb1,100092.0,-3.2319999999999998
Ba1Li1Si1,42890.0,-3.2319999999999998
Na1Se1,43408.0,-3.2310000000000003
Cl12Se2Zr1,404533.0,-3.228
Ba1Ge1Mg1,42460.0,-3.228
Al1Cl7Te1,26043.0,-3.227
Au1Ba1Bi1,106269.0,-3.227
Ge1Na3Te3,47113.0,-3.2260000000000004
Cl7Fe1Te1,39530.0,-3.2260000000000004
Ag4Ge2Hg1S7,95120.0,-3.225
Al1Cl7Te1,59133.0,-3.225
Rb1Si1,650058.0,-3.225
Br4Si1,710060.0,-3.225
Br4Si1,260325.0,-3.2239999999999998
Br4Si1,710061.0,-3.2239999999999998
Cl1Cu3S3Te1,85789.0,-3.2239999999999998
Br5Pb2Rb1,151990.0,-3.2230000000000003
Cd1Cl6K4,60753.0,-3.2230000000000003
Ga2Te4Zn1,44888.0,-3.222
I10Mo3Te10,80206.0,-3.221
Na2S1,92772.0,-3.221
Mg1Te1,168348.0,-3.221
Ba2Sn1,58679.0,-3.221
Li7Si3,167672.0,-3.219
Pd4Se1,23864.0,-3.219
Mg1Te1,168347.0,-3.218
O1Rb2,180572.0,-3.218
Si1Sr2,160103.0,-3.217
Au1Ge4K3,413728.0,-3.217
Ag2K1S3Sb1,420015.0,-3.216
As2Ca1Cd2,100065.0,-3.215
In2K2Sb3,300197.0,-3.215
Br3N1Se2,83696.0,-3.215
Si1Sr1Zn1,86388.0,-3.215
Ag1As1Ba1,8278.0,-3.214
Li1Te3,935.0,-3.214
Cl3Ni1Rb1,15010.0,-3.214
Cu3S4Sb1,30368.0,-3.213
Cl4Sn1,411242.0,-3.2119999999999997
Br2Ge1,100088.0,-3.2119999999999997
I3K1Ti1,154261.0,-3.2119999999999997
Pt1Rb2Te2,649525.0,-3.2110000000000003
I4Nb1,23916.0,-3.21
Cl4K2Pd1,65034.0,-3.2089999999999996
Cl4K2Pd1,27522.0,-3.2089999999999996
Ag1As1Se2,61708.0,-3.208
Pd13Te3,172382.0,-3.208
Cl1I1Sn1,23262.0,-3.207
Br2Sn1,411177.0,-3.2039999999999997
As4Na8Ti1,73310.0,-3.2039999999999997
In1Rb1Te2,75346.0,-3.2030000000000003
Cl4K2Zn1,92627.0,-3.2030000000000003
Cl4K2Zn1,50088.0,-3.2030000000000003
Cu12Na7S10,73064.0,-3.202
I3Rb1Ti1,26457.0,-3.201
Bi20Br36Pt3,418555.0,-3.201
Cd3Rb2S4,81656.0,-3.2
Ca1Li1Sn1,58911.0,-3.199
Cd1Cl6K1Rb3,63630.0,-3.199
Cl4K2Zn1,68821.0,-3.198
Br3Ge1Rb1,65244.0,-3.198
Ga1P2Rb3,300114.0,-3.198
Na1Rb1S1,68489.0,-3.197
Bi1Ca1Cu1,616538.0,-3.197
Bi1Ca1Cu1,57018.0,-3.196
Br5K1Sn2,152005.0,-3.196
Ag2O2Pd1,51499.0,-3.196
Br5K1Sn2,151983.0,-3.196
Ge1Sr2,90772.0,-3.195
K3Sb1Te3,300182.0,-3.195
As4Na5,182165.0,-3.195
Br5Rb1Sn2,151989.0,-3.194
Bi1K3Te3,300183.0,-3.193
Ge6Li11,42068.0,-3.193
Bi3In5,616712.0,-3.193
Bi3In5,1245.0,-3.1919999999999997
Bi3In5,58792.0,-3.1919999999999997
Cl4K2Zn1,68824.0,-3.1919999999999997
Sn3Sr5,1203.0,-3.1919999999999997
As3Br1Cd2,75170.0,-3.1919999999999997
Au1Sn1Sr1,412013.0,-3.1910000000000003
Cu4K1S3,602356.0,-3.19
As2Cd2Sr1,23249.0,-3.1889999999999996
Au1Mn1Sn1,54465.0,-3.1889999999999996
In1K3P2,300141.0,-3.188
Mg1Te2,30390.0,-3.187
Li1Mg1Pd1Sn1,16478.0,-3.1860000000000004
As3Ge1Na5,300187.0,-3.185
Cu3N1,180236.0,-3.185
Ba1Cu10P4,83618.0,-3.182
As3Ge1K1Na4,300204.0,-3.182
Bi2Ca1Mg2,261988.0,-3.18
Cd1Cl6Rb4,39622.0,-3.18
Cu8K3S6,10054.0,-3.178
Bi1In2,616700.0,-3.178
Bi1In2,1249.0,-3.177
Bi1In2,1250.0,-3.177
Br7Ge2Rb3,67158.0,-3.177
Cl4Rb2Zn1,66916.0,-3.177
Bi1In2,1247.0,-3.176
In2Na2Sb3,300192.0,-3.176
Cl7Ir1Te7,422863.0,-3.176
Br2Pd1Se6,418160.0,-3.176
K2S1,60439.0,-3.174
Br3Ru1,413689.0,-3.1719999999999997
Cu3Sb1Se3,401095.0,-3.1719999999999997
As2Ca1Cu4,32619.0,-3.1719999999999997
Cd1Ga2Te4,25646.0,-3.17
Ag1Bi1Cl2S1,413290.0,-3.17
Cu4Rb1S3,628758.0,-3.1689999999999996
Cu2Li1P1,659706.0,-3.1689999999999996
Ag1Na1O1,40153.0,-3.167
Ca1Rb1Sb1,409178.0,-3.1660000000000004
Cu9Si4Sr1,412882.0,-3.1660000000000004
Li1N1Na2,92310.0,-3.165
Rb1Se1,73177.0,-3.165
Mg1Te1,168349.0,-3.1639999999999997
Br3Ru1,414043.0,-3.1630000000000003
Ag1O2Rb3,95831.0,-3.1630000000000003
Ge1P3Rb5,300186.0,-3.162
Cl4Na2Zn1,814.0,-3.161
Cd4Ge1Se6,87087.0,-3.159
I1Sb1Te1,31355.0,-3.159
I1Sb1Te1,35471.0,-3.159
Ba1Cu9Si4,412883.0,-3.159
Cl6Pb1Rb2,29029.0,-3.158
In1Na1Te2,25346.0,-3.158
Cu4Na2S3,100829.0,-3.157
Cd1S1,154188.0,-3.157
Au1Ge4Rb3,413724.0,-3.157
Cd1S1,81925.0,-3.157
Bi1Cd1I1Se2,171727.0,-3.157
As1Cu1Li2,43938.0,-3.156
Cu1Ga1Te2,67591.0,-3.156
Cu1Ga1Te2,627556.0,-3.156
Br3Rh1Te6,423669.0,-3.156
Cu1S1,24586.0,-3.154
Co1Cu2Sn1,151207.0,-3.154
Cu2Ge1Te3,151872.0,-3.153
As3Na5Sn1,656058.0,-3.1510000000000002
I6S1Sn4,12165.0,-3.1510000000000002
Cl7Sb1Se9,62639.0,-3.1510000000000002
Mg1Te1,168346.0,-3.15
Ca1Ge1Zn1,52772.0,-3.148
As3K5Pb3,55419.0,-3.148
Ge1Mg1Sr1,42458.0,-3.148
Bi1Cu1Sr1,58777.0,-3.147
Cu8Rb3S6,10055.0,-3.147
As2Ga1K2Na1,300129.0,-3.1460000000000004
I3Ir1Te6,423670.0,-3.1460000000000004
Al1Li2Pd1,105504.0,-3.145
As1Mg1Na1,402339.0,-3.145
Bi2Cd1Sr1,58764.0,-3.142
Br3Ir1,14212.0,-3.142
Ba1Ge3Mg4,165631.0,-3.141
Cl9P1Sn1,60094.0,-3.14
Cl3Cu1K2,30656.0,-3.14
Ag1In5Te8,151871.0,-3.14
Br6Pb1Rb4,65300.0,-3.139
Ag2Ge1K2Se4,420014.0,-3.139
Na3Sb1Te3,75513.0,-3.138
Au1Li2Sn2,55349.0,-3.138
As2Ba1Cu4,89628.0,-3.138
Ca1Na4Sn6,172208.0,-3.137
Cl9In7,71062.0,-3.137
Au5Na7S6,74408.0,-3.136
Cl9In5,37217.0,-3.136
Na4Sn1Te4,37184.0,-3.135
Br1K1,53842.0,-3.135
Br1K1,22157.0,-3.135
In2Te4Zn1,25650.0,-3.134
Ga1K3Te3,300171.0,-3.134
Ag1As1Sr1,49742.0,-3.133
As4Nb1Rb7,380111.0,-3.1319999999999997
Au3Li1Sn4,412207.0,-3.1319999999999997
Ag2O3,59193.0,-3.1319999999999997
Au4K1Sn6,249644.0,-3.1310000000000002
Ge1Na1,43275.0,-3.13
Li1Rb2Sn4,411278.0,-3.1289999999999996
Cu2Si1Te4Zn1,656150.0,-3.128
K1Li1Te1,67887.0,-3.128
As1Li1Zn1,74504.0,-3.128
I2Si1,49761.0,-3.127
Ca1Cu2Sn2,417717.0,-3.1260000000000003
Cl5N1Se2,83697.0,-3.1239999999999997
As1Cu1Mg1,412296.0,-3.1239999999999997
As2Cu4Sr1,89626.0,-3.1239999999999997
Al1Cl7S1,35685.0,-3.1239999999999997
In1Li2Pt1,106805.0,-3.122
Ga1K2Sb2,53579.0,-3.1210000000000004
I1In3Te3,66032.0,-3.12
Hg4S6Si1,95227.0,-3.1189999999999998
Cl7Fe1S1,39527.0,-3.1189999999999998
As1Cu1Mg1,610335.0,-3.1180000000000003
As1Cu1Mg1,42324.0,-3.1180000000000003
As1K1Mg1,610753.0,-3.1180000000000003
Pd10Te3,77903.0,-3.1180000000000003
Li1Na1Te1,67274.0,-3.1180000000000003
Ba1Li2Mg2Si2,409575.0,-3.116
Fe1I4Rb2,8010.0,-3.116
Br5In1Sn2,61200.0,-3.115
Br5In1Sn2,151985.0,-3.115
Al1Cl7Se1,9064.0,-3.114
Al1I2Pd5,14164.0,-3.114
Br2Mg1,165972.0,-3.114
Cl7Fe1Se1,39529.0,-3.114
Ni2Si1Zn3,42980.0,-3.114
Cl1In1,54512.0,-3.112
Cl1In1,2430.0,-3.111
In1Li2Rh1,107087.0,-3.111
Cl1In1,2431.0,-3.111
Cl1In1,2432.0,-3.111
Cu2Hg1Se4Sn1,627936.0,-3.108
Na2Se1,54281.0,-3.108
As2In1Na3,300139.0,-3.105
Ba5Ga5Sn1,416340.0,-3.1039999999999996
Hg1K6S4,47218.0,-3.103
Au1K1S1,656711.0,-3.103
As3Cd2I1,40449.0,-3.103
As3Cd2I1,8216.0,-3.103
Cl6K2Pt1,52037.0,-3.102
Cl6K2Pt1,82375.0,-3.102
K1P3Zn4,262034.0,-3.1
Cu1Se2,629033.0,-3.0989999999999998
Cl6Pt1Rb2,29028.0,-3.097
I4Ti1,39820.0,-3.097
Cu3Rb1S2,409646.0,-3.096
Ca3N1Sb1,106352.0,-3.096
Cu2Sn2Sr1,182102.0,-3.095
Cu2Sn1Te3,160882.0,-3.095
Cl3Cu1Rb2,150294.0,-3.093
Ba2Cd2K1Sb3,420620.0,-3.092
Au1Cd1Rb1S2,85582.0,-3.092
K1Rb1S1,72326.0,-3.092
As4Ba1Cu8,66017.0,-3.091
Li3Sb1,44900.0,-3.091
Ba1Mg2Sn2,41915.0,-3.09
P2Zn3,26876.0,-3.09
Li3Sb1,26879.0,-3.09
P2Zn3,648304.0,-3.089
Se1Zn1,652211.0,-3.089
Cd1Cu2Si1Te4,656151.0,-3.0869999999999997
As3Rb5Si1,300191.0,-3.0869999999999997
K2S1,412535.0,-3.0860000000000003
Au1Na1S1,165258.0,-3.0860000000000003
Cd1In2Te4,25651.0,-3.0860000000000003
Ge2Ni7Zn6,52178.0,-3.085
Se1Zn1,67778.0,-3.085
Ag3O4,59225.0,-3.085
Ag3O4,202218.0,-3.085
Al3Li12Si4,39597.0,-3.085
Ag1Al1Te2,28746.0,-3.082
Br1In1Te1,100705.0,-3.082
Ge4Li9,25308.0,-3.082
Rb1Te6,74837.0,-3.0810000000000004
Cl8Ru1S3,410112.0,-3.0810000000000004
Ag1K1O1,40154.0,-3.0810000000000004
Ag1K1O1,37324.0,-3.0810000000000004
Ag1K1O1,25744.0,-3.0810000000000004
Cu8Se6Si1,629069.0,-3.0810000000000004
Cu8Se6Si1,89451.0,-3.0810000000000004
In2Te3,44364.0,-3.0810000000000004
Bi1I1,1558.0,-3.08
Ba1Ge1Zn1,106310.0,-3.08
Ag1In1Se2,605453.0,-3.0789999999999997
Ag1In1Se2,28751.0,-3.0789999999999997
Ge1K1,409848.0,-3.0789999999999997
Ge1K1,43691.0,-3.0789999999999997
Cu1Se2,94688.0,-3.077
Cu1Se2,243.0,-3.077
Ca1Ge2Zn2,25319.0,-3.075
Se2Zn1,652213.0,-3.075
Cu1In1Te2,628166.0,-3.075
Cu1In1Te2,628160.0,-3.075
P3Rb1Zn4,262039.0,-3.075
In1P2Rb3,402811.0,-3.073
K1Na1Se1,67278.0,-3.072
Na1Te3,61355.0,-3.072
Cl6Rb2Te1,26703.0,-3.071
I5In1Sr2,152021.0,-3.07
Br1Rb1,18017.0,-3.07
Br1Rb1,53830.0,-3.07
Cu7P1Se6,280411.0,-3.069
Ge1K1,636772.0,-3.069
As1Zn1,431.0,-3.069
Ag1As1Se1,604753.0,-3.0669999999999997
Br3Ga1Li1,61338.0,-3.0669999999999997
Ag3As1S4,86227.0,-3.065
Cl6K2Te1,26127.0,-3.065
Na1P1Zn1,61083.0,-3.0639999999999996
Ba1Sb2Zn2,32020.0,-3.0639999999999996
Ca1Mg1Sn1,659600.0,-3.063
Ga1Rb2Sb2,300135.0,-3.062
Rb2Te5,30734.0,-3.062
Br1K1,61556.0,-3.062
Cd1Cl4Rb2,51168.0,-3.0610000000000004
Cu2Li1Si1,15128.0,-3.0610000000000004
Ag15Cl3P4S16,416586.0,-3.0589999999999997
Ge2Sr1Zn2,411.0,-3.0580000000000003
Br1Na1,18013.0,-3.057
Br1Na1,53822.0,-3.057
Cd1Cl4Na2,69344.0,-3.056
Br1I1Pb1,22138.0,-3.055
Pd1Rb2Te2,648727.0,-3.054
Ca2Cd2K1Sb3,420619.0,-3.053
Cl8Cu1Ga2,201414.0,-3.053
K1P1Zn1,12160.0,-3.05
K1Sb1,43505.0,-3.05
Cu7S4,16011.0,-3.049
Cl4Cu1Ga1,300103.0,-3.049
Ba14Ca1N6Na14,404430.0,-3.048
Na1Sb1,26473.0,-3.0469999999999997
Cl1Cu1Se2,68292.0,-3.0460000000000003
Cu4Sc1Sn1,629023.0,-3.0439999999999996
Cl6Na1Sb1,36517.0,-3.04
Au1Cu1Se4,93052.0,-3.04
Ag1Ni1Se2,605616.0,-3.0389999999999997
Ag1Na3S2,201800.0,-3.037
Au6K4S5,202552.0,-3.036
Li2Pt1,104780.0,-3.035
Ag1Ba1Sb1,56981.0,-3.034
K2Te3,2453.0,-3.032
Cl16Mo1Te3,404954.0,-3.032
Cu2Ge1Te4Zn1,656153.0,-3.031
Al8Ge3Sr14,173215.0,-3.03
Ge8Na1Rb7,31508.0,-3.028
In2Li1Pd1,106803.0,-3.028
K2Pd1Te2,641302.0,-3.0269999999999997
Cd2K1Sb3Sr2,420623.0,-3.0260000000000002
Rb2S1,29208.0,-3.0260000000000002
Ba14Li1N6Na14,418457.0,-3.025
Au1K1Se2,84003.0,-3.025
I3Rh1Te6,423671.0,-3.023
Ba7Li3N3Na5,418456.0,-3.022
Cd1S1,620322.0,-3.022
Au1Cl4P1,73081.0,-3.0189999999999997
B1Br3I3P1,411438.0,-3.0189999999999997
Au1Sn1,612356.0,-3.0180000000000002
Ca1Na10Sn12,240006.0,-3.016
Ag6O4Sr1,10359.0,-3.015
Br1Rb1,61560.0,-3.015
Au4Cd1K2S4,85583.0,-3.014
Br1Cu1Se3,10129.0,-3.014
Br1Cu1Se3,71309.0,-3.014
Br4Ga1Li1,61337.0,-3.013
Ag1Rb1Se4,87463.0,-3.012
Cl5P1,26048.0,-3.012
Ba14Li5N6Na11,418455.0,-3.012
Cu2K1Se2,98403.0,-3.01
Ag6Ba1O4,9288.0,-3.01
Bi1Br3,100294.0,-3.009
Bi1Br3,100293.0,-3.008
Ba2Bi4Cd3,416445.0,-3.008
Ba2Bi4Cd3,416446.0,-3.008
Ba2Bi4Cd3,416447.0,-3.008
Ba1Ge2Li2Mg2,409576.0,-3.0069999999999997
Au6Rb4S5,82556.0,-3.0060000000000002
Br9Rb3Sb2,39823.0,-3.005
Br3Ni1Rb1,15011.0,-3.005
Br3In1Mg1,402533.0,-3.0039999999999996
Hg1Na2S2,74499.0,-3.003
Ga2Hg1Te4,53575.0,-3.002
Ag1O1Rb1,40155.0,-3.002
Cu1Sn1,629278.0,-3.002
K2Se1,60440.0,-3.002
Cl4Cu1Rb2,15145.0,-3.002
Cu9S5,41263.0,-3.0010000000000003
Cu9S5,53331.0,-3.0010000000000003
Al1Li1,240116.0,-3.0010000000000003
Au1K3Se2,402000.0,-3.0
Ir1Li2Mg1,180119.0,-2.9989999999999997
Au1Ge1Li2,52668.0,-2.9989999999999997
Rb2S1,261444.0,-2.9989999999999997
In1Na5Te4,67280.0,-2.997
Br4Ga1K1,69651.0,-2.997
Ca1Sb2Zn2,12150.0,-2.9960000000000004
Au1Na1Se2,84004.0,-2.9960000000000004
Cu2Sn1Te4Zn1,629293.0,-2.9939999999999998
Ge1Rb1,637669.0,-2.9939999999999998
Hg1K2S2,74500.0,-2.9930000000000003
Na10Sn12Sr1,240007.0,-2.992
K1Te1,73178.0,-2.991
Bi1Na1,58816.0,-2.99
Bi1Na1,616837.0,-2.989
Hg1Rb6S4,639158.0,-2.988
Al1Li1,608346.0,-2.987
Ga1Li2Pd1,634537.0,-2.986
Cd1Cu2Ge1Te4,656154.0,-2.986
Ge12Mg19Sr5,636958.0,-2.986
Br1Cl14P3,80214.0,-2.986
Li13Si4,167673.0,-2.984
Cd3Na4Se5,73814.0,-2.984
As1K1Li2,78938.0,-2.983
Rb2Te3,90806.0,-2.983
Au1K3Sn4,107444.0,-2.9810000000000003
Cu2S1,23596.0,-2.9810000000000003
Ge1Rb1,637666.0,-2.9789999999999996
Br9Te1W1,410948.0,-2.9789999999999996
Mg2Si1,167510.0,-2.9789999999999996
Br6K2Sn1,35557.0,-2.9789999999999996
Mg1Sn1Sr1,104872.0,-2.975
Bi1Li3,616778.0,-2.975
Rb1Sb1,14030.0,-2.9730000000000003
Ag1Ca1Sb1,56982.0,-2.9730000000000003
Cu2S1,16550.0,-2.972
Sb2Sr1Zn2,12152.0,-2.971
Br6K2Sn1,30212.0,-2.97
Li1N2Na5,92315.0,-2.969
Br6Rb2Sn1,158956.0,-2.968
In5K10Sb9,56323.0,-2.967
Cd1Cl3K1,33281.0,-2.967
Cd1Se2,620416.0,-2.966
Al3Bi5I12,417775.0,-2.966
Cu3P1,628628.0,-2.965
Cu3P1,15056.0,-2.965
Cl3N1,4034.0,-2.965
Cu3P1,26775.0,-2.964
Cl6Rb2Se1,26692.0,-2.9619999999999997
Br6K2Sn1,158955.0,-2.96
Ag7Nb1S6,84367.0,-2.9589999999999996
Ba1Cd2Ge2,174263.0,-2.958
Br3In1K1,50510.0,-2.958
Cu1Na1Se1,12155.0,-2.9560000000000004
Cu1K1Se1,12157.0,-2.9560000000000004
Li1P1Zn1,44824.0,-2.9539999999999997
C1Cd1,183178.0,-2.9530000000000003
Be1Cu1,616241.0,-2.951
Mg3Sb2,181285.0,-2.95
As2Cl13Sb1,26088.0,-2.949
Ag1Bi1Te2,604866.0,-2.949
Cl6K2Pd1,65037.0,-2.949
Cl6K2Pd1,65039.0,-2.949
Cd1Cu2Sn1Te4,656157.0,-2.949
I1Li1,414242.0,-2.948
Bi1Cu1,616577.0,-2.948
Cu2S1,628818.0,-2.948
Cd1Cl3Rb1,82223.0,-2.948
Li1N2Na5,92316.0,-2.947
Cd7Cl6P4,50937.0,-2.946
Ag1Bi1Te2,43266.0,-2.946
Li1N1Na2,92309.0,-2.945
Cd3K2Se4,710063.0,-2.945
Ba1Cd1Ge1,106305.0,-2.944
Cu1Se1,82330.0,-2.944
Cu1Se1,94671.0,-2.944
Cl6Pd1Rb2,33710.0,-2.943
Cu6Sn5,158248.0,-2.943
Li5Na1Sn4,12142.0,-2.943
Cu2Hg1Si1Te4,656152.0,-2.9419999999999997
Ba1Cd2Sb2,32021.0,-2.9419999999999997
Li2Mg1Si1,181257.0,-2.9410000000000003
Br4Pd4Te3,418003.0,-2.94
Br4Ga1Na1,69650.0,-2.9389999999999996
