composition,icsdnum,energyperatom
As1V3,44084.0,-6.202000000000001
K2O3Ti1,162216.0,-6.202000000000001
Cr1Ge2Zr1,626117.0,-6.202000000000001
Fe1Mo6S8,632656.0,-6.2010000000000005
Ba7Ir6O19,74686.0,-6.2010000000000005
Ba1O11Ru5Zn1,423536.0,-6.2010000000000005
Ca1Ga2O4,41662.0,-6.2
Ir1P3,640899.0,-6.199
Ir1P3,23713.0,-6.199
O10Ru3Sr2,50707.0,-6.199
S1V1,651358.0,-6.199
Mn2P2Sr1,77669.0,-6.1979999999999995
Ba1Ir1O3,161961.0,-6.1979999999999995
Ba1Ir1O3,69720.0,-6.197
Mn1Se1,643594.0,-6.197
S2Y1,52216.0,-6.197
K4O7V2,250388.0,-6.197
S1V3,26516.0,-6.197
Ni1P1Zr1,76678.0,-6.196000000000001
Ni1P1Zr1,87358.0,-6.196000000000001
Ba1Ir1O3,173848.0,-6.196000000000001
Cd3O11Rb1V3,405927.0,-6.195
O8Si1Sn6,156236.0,-6.195
P2Ru1,992.0,-6.195
P2Ru1,648016.0,-6.195
Ga2O4Sr1,15539.0,-6.194
Ba3Ir2Mg1O9,245251.0,-6.194
Nb3Te1,105244.0,-6.194
Mn2Na2O3,409981.0,-6.193
Fe2Si2Y1,53556.0,-6.193
Ge6Ir7Y4,636762.0,-6.192
Ca1Na2O4Si1,24235.0,-6.192
Ir1O4Sr2,78262.0,-6.191
Ir1O4Sr2,41614.0,-6.191
P1Pt1Y1,77779.0,-6.19
Ba1Be2N2,415304.0,-6.189
B1Ge3V5,614407.0,-6.189
Al1O2Rb1,28373.0,-6.189
Na2O7Si1Ti1Zn2,23023.0,-6.188
P2V1,42077.0,-6.187
Rh1Si3Y2,650353.0,-6.187
Nb1Pt1Si1,90433.0,-6.186
Fe2O6Sr3,249014.0,-6.186
Ir1O4Sr2,78261.0,-6.186
Ir1O4Sr2,90741.0,-6.186
Mo2S3,76371.0,-6.185
Ba2Ir3O9,54725.0,-6.185
B1Fe2,160792.0,-6.184
O8V2Zn3,23776.0,-6.183
Au1N1V3,58547.0,-6.183
B7Mg1,261234.0,-6.182
Mn2Sb1,163332.0,-6.181
Ir1O4Sr2,41611.0,-6.181
Ir1O4Sr2,78260.0,-6.181
Rh1Si3Y3,52079.0,-6.18
Ru1Sc3Si3,421254.0,-6.178999999999999
Ga1S6Y3,635286.0,-6.178
B9Li1,164625.0,-6.1770000000000005
O17Rb10Si6,240333.0,-6.1770000000000005
Ir1O6Sr4,72926.0,-6.176
Mn1Sc1Si2,643558.0,-6.175
Hf3P3Pd4,280272.0,-6.175
Ba2Cu1Ge2O7,77132.0,-6.1739999999999995
Mo3S4,603588.0,-6.172999999999999
Na2O3Si1,15388.0,-6.172999999999999
Mo3S4,201579.0,-6.172000000000001
O2Sn1,157452.0,-6.172000000000001
Ge1Mn1Sc1,637079.0,-6.172000000000001
Ba1Ir1O3,173850.0,-6.172000000000001
Cu2Fe2Ge4O13,240625.0,-6.171
Cu2Fe2Ge4O13,240622.0,-6.171
Cr2Fe1S4,625946.0,-6.17
Cr2Fe1S4,658964.0,-6.17
Fe1La4S7,632416.0,-6.17
Cu2Fe2Ge4O13,240623.0,-6.17
Cu2Fe2Ge4O13,240614.0,-6.17
Mn1Se1,24252.0,-6.169
Cu2Fe2Ge4O13,97535.0,-6.169
Cu2Fe2Ge4O13,240621.0,-6.167999999999999
Ba1Ir1O3,260303.0,-6.167999999999999
Cr2Fe1S4,625938.0,-6.167999999999999
Co3O4,63165.0,-6.167000000000001
Co3O4,9362.0,-6.167000000000001
Ba1Mo6S8,615979.0,-6.167000000000001
Fe2O7Sr3,74437.0,-6.167000000000001
Sn3Zr5,150562.0,-6.166
Cd1Fe2O4,619857.0,-6.166
Ir1Mg1O6Sr3,84737.0,-6.166
Ir1O2,81028.0,-6.165
Nb1S2,645321.0,-6.165
Nb1S2,42099.0,-6.165
Ga1N1,153889.0,-6.165
Ge9K4O20,98215.0,-6.164
Nb1S2,603911.0,-6.164
Nb1S2,68968.0,-6.164
Nb1S2,43697.0,-6.164
Nb1S2,72725.0,-6.162999999999999
Nb1S2,67443.0,-6.162999999999999
Nb1S2,66358.0,-6.162999999999999
Se1Y1,183014.0,-6.162999999999999
Se1Y1,44974.0,-6.162000000000001
Ge9Na4O20,68507.0,-6.162000000000001
Ba1Mo6S8,85490.0,-6.162000000000001
B11Li1,164842.0,-6.1610000000000005
Si4Y5,652587.0,-6.1610000000000005
Cd1Cr2O4,37428.0,-6.1610000000000005
As3V4,611566.0,-6.1610000000000005
Ba1Mo6S8,615975.0,-6.16
Ga1N1,156260.0,-6.16
Ge1O3Pb1,172521.0,-6.16
Mo3S4,644262.0,-6.159
Mn1Se1,162900.0,-6.159
Ir1O3Sr1,16295.0,-6.159
C1Nb3Ni3,618487.0,-6.159
B6Ni3Y2,615078.0,-6.159
Ga4Ge1O8,202044.0,-6.1579999999999995
Ba1La2Mn1S5,90640.0,-6.1579999999999995
Ba1La2Mn1S5,90639.0,-6.1579999999999995
Rh1Si2Y2,48176.0,-6.1579999999999995
C1Cl2Sc2,59124.0,-6.156000000000001
As1Fe1Mn1,93240.0,-6.155
Ir3Si1,43680.0,-6.155
P1Ru2,43686.0,-6.155
Ir1Mg1O6Sr2,77835.0,-6.154
Mg1Na2O4Si1,15618.0,-6.152
Nb5Se4,76582.0,-6.151
Sb1Y1Zr1,107067.0,-6.151
Cr5S8,626594.0,-6.151
Mg1Na2O4Si1,84562.0,-6.15
B8Ru7Sr2,33848.0,-6.15
Fe1Si1Y1,633643.0,-6.149
Ru4Si12Y3,600084.0,-6.149
Br1C2N2Ni1Rb1,380470.0,-6.149
Mn1Se1,643584.0,-6.149
Mn1Se1,104971.0,-6.149
Ir1O4Sr2,45974.0,-6.148
S1V3,651364.0,-6.147
Ge1O3Pb1,200595.0,-6.147
Cu1Ge2O7Sr2,86843.0,-6.147
Mo6S8Sr1,65941.0,-6.145
B2Ca1Ir2,49738.0,-6.145
C1Ga1Sc3,50162.0,-6.145
Ca1Mo6S8,619421.0,-6.145
Ca1Mo6S8,62388.0,-6.145
Ca1Mo6S8,619422.0,-6.145
Ca1Mo6S8,619423.0,-6.145
Ba3O9Ru2Zn1,69090.0,-6.144
Ca4O6Pt1,59252.0,-6.143
Ba2Co1O4,92321.0,-6.143
Cu1Mn1O2,158960.0,-6.143
Mo6S8Sr1,644292.0,-6.142
Ge2N3Na1,47100.0,-6.14
Fe3N1Ni1,632709.0,-6.138999999999999
Co1Nb4S8,624300.0,-6.138
Ba5Co5O14,153697.0,-6.138
Ba5Co5O14,153698.0,-6.138
B11Li1,164845.0,-6.1370000000000005
Ba2Co1O4,16234.0,-6.1370000000000005
Co4O12Sr5,88628.0,-6.1370000000000005
C1N4Sr4,170798.0,-6.1370000000000005
C4I2N4Pt1Rb2,421673.0,-6.1370000000000005
As2Zr1,168665.0,-6.136
Co3O4,63164.0,-6.135
Cr1Se1,24792.0,-6.135
Cr1Se1,626721.0,-6.135
La1P12Ru4,641633.0,-6.135
Cr2Fe1S4,625931.0,-6.135
B12S1,150626.0,-6.1339999999999995
Ba3Co10O17,240501.0,-6.1339999999999995
Nb1Ru1Sb1,83929.0,-6.1339999999999995
O4Ti1Zn2,166486.0,-6.132999999999999
Rh2Si3Y3,650344.0,-6.132999999999999
Co5O15Sr6,181958.0,-6.132999999999999
Fe2Si1V1,659019.0,-6.132999999999999
Mo2S3,602115.0,-6.132000000000001
Ba4Ga2O7,94461.0,-6.131
Si2Zr1,26758.0,-6.131
B1Br1N2Sr2,261795.0,-6.13
Rh2Si2Y1,650354.0,-6.13
Co1Cr1Si1,165248.0,-6.129
Co1N1,184377.0,-6.129
Mn2Ru1Sn1,182829.0,-6.127999999999999
Ba8Co7O21,94831.0,-6.127999999999999
Ge2In2O7,409548.0,-6.127000000000001
Ba3Na1O9Ru2,281128.0,-6.127000000000001
Nb1S2,24755.0,-6.126
Ba3Na1O9Ru2,281127.0,-6.126
Co1Nb3S6,53016.0,-6.126
Mg2O4Sn1,167815.0,-6.125
C3Cd1N3Rb1S3,14147.0,-6.122999999999999
Ge4Mo3Sc2,637151.0,-6.122000000000001
Ge6Ir7Sc4,636731.0,-6.12
O3Rb2Ti1,78842.0,-6.12
Co1O1,43458.0,-6.119
Mo1P4,105057.0,-6.117000000000001
Ru1Si2,154012.0,-6.117000000000001
Cr1Se1,626719.0,-6.1160000000000005
Ca2O4Pb1,36629.0,-6.115
Co3O4,69365.0,-6.114
Ge4K2O9,31969.0,-6.114
Ba1Cu5La4O12,79398.0,-6.1129999999999995
Co3O4,69376.0,-6.111000000000001
As1V1,42445.0,-6.111000000000001
Nb1Ni1P2,100824.0,-6.11
Al1Co1S7Y3,606649.0,-6.11
Co3O4,69372.0,-6.109
Fe2O4Zn1,167359.0,-6.109
Al2N4Sr3,74824.0,-6.109
Te1Zr3,653216.0,-6.109
Fe25La2P12,400726.0,-6.108
Ca1S4Sc2,27181.0,-6.108
Co3O4,69373.0,-6.108
Ga2N1V3,60643.0,-6.106
K1Mo12S14,171363.0,-6.106
Co1K2O4Si1,83228.0,-6.105
Ag2Mo2O7,31027.0,-6.105
Ge4V3Zr2,420540.0,-6.105
C1N2Na2,411341.0,-6.105
Ge4Na2O9,51106.0,-6.104
P3Sc7,648099.0,-6.104
K2Mn2O3,61038.0,-6.103
Ba1Co1O3,922.0,-6.102
Co1Mn1Si1,165249.0,-6.101
Ru2Si1,43591.0,-6.101
Fe1Ge2Na1O6,180306.0,-6.1
C1Ga1Sc2,160379.0,-6.1
O4Pd2Y1,78846.0,-6.099
Co5O15Sr6,155311.0,-6.099
Cu1N3,420051.0,-6.099
Cd2Ge7O16,100080.0,-6.098
Rh1Si1Ti1,108723.0,-6.095
S4Sc2Sr1,27182.0,-6.095
C1Fe3Sn1,76842.0,-6.093999999999999
In1S6Y3,640401.0,-6.093999999999999
C1In1Sc3,50163.0,-6.093999999999999
B4Rh4Y1,615346.0,-6.093999999999999
S1Ti2,651176.0,-6.093
B2Co3Zr1,44191.0,-6.093
C1N1Si1,28391.0,-6.093
C3Nb8Zn4,108770.0,-6.0920000000000005
S1Ti1,184500.0,-6.091
Se2W1,40752.0,-6.091
Ru1Sb1Zr1,107126.0,-6.09
Fe1N1Ni1,53505.0,-6.0889999999999995
Rh1Si1Y1,32562.0,-6.0889999999999995
Ba1Co1O2,25813.0,-6.087000000000001
Co1O1,29082.0,-6.086
Fe3N1Pd1,53506.0,-6.085
Ca1Cu1Ge2O6,170823.0,-6.085
Ba5Na2O14Ru3,98483.0,-6.085
Fe2P1,633060.0,-6.084
Cr1P2,2526.0,-6.084
Al2N1Ni1Ti3,91338.0,-6.084
K2Mg1O4Si1,83226.0,-6.084
N5Nb1Sr5,412060.0,-6.082999999999999
Ba3Ir2Ni1O9,33530.0,-6.082999999999999
Cr2Hg1O7,416169.0,-6.082000000000001
Ba3Cu1O9Ru2,50825.0,-6.081
Ba3Cu1O9Ru2,50826.0,-6.081
Ga2Mg1O4,157769.0,-6.08
Ge4O9Rb2,91.0,-6.08
Ba3Cu1O9Ru2,50824.0,-6.079
Fe3P1,633068.0,-6.079
Mo15S19Sn2,644285.0,-6.0760000000000005
Al1La3S7Ti1,608322.0,-6.0760000000000005
Ni1O6Ru1Sr2,181753.0,-6.0760000000000005
K2O3Si1,201163.0,-6.0760000000000005
Fe1Si2Ti1,633591.0,-6.0760000000000005
Fe2La2S5,23518.0,-6.075
Fe2La2S5,1478.0,-6.075
Rh3Si5Y2,40760.0,-6.075
B2Co3Zr1,16179.0,-6.074
B1Ge2Ti6,181165.0,-6.074
Rh2Si2Y3,30725.0,-6.074
Au1La1O3,73873.0,-6.0729999999999995
O1Sr1,163625.0,-6.0729999999999995
As1V1,611560.0,-6.072
Fe1Nb2S4,632799.0,-6.071000000000001
Fe2La3S7,603953.0,-6.071000000000001
Ba1La2Mn1S5,91227.0,-6.071000000000001
Ba1Co1O3,26586.0,-6.071000000000001
B1Mg3N3,79623.0,-6.071000000000001
Co2Si2Zr1,625135.0,-6.07
Ir1N1,183157.0,-6.068
Co3O4,69377.0,-6.068
B2Co2Y1,602345.0,-6.067
C1K1N1S1,36203.0,-6.067
Na3Nb1O4,6116.0,-6.067
Co3O4,69375.0,-6.067
Cu3Mo2O9,154263.0,-6.066
Fe2P1,169788.0,-6.066
Co3O4,27498.0,-6.065
Co3O4,69370.0,-6.065
Cu3Mo2O9,9155.0,-6.065
Cu3Mo2O9,2836.0,-6.065
Ba1Ir1O3,173889.0,-6.065
Fe1Mo2S4,2019.0,-6.065
P3Ru1,62420.0,-6.065
Fe2P1,70113.0,-6.065
Cu3Mo2O9,173779.0,-6.065
Cu3Mo2O9,59289.0,-6.064
Mn6Si7,643625.0,-6.064
Ga1Nb5Sn2,103842.0,-6.063
Se1V1,652164.0,-6.063
O2Sn1,169034.0,-6.062
Fe3N1Ni1,44865.0,-6.062
Fe2P1,85561.0,-6.061
Cd3Na2O10Si3,200237.0,-6.06
Ir1Mn1Sb1,44660.0,-6.06
Co1O4Sr2,246483.0,-6.06
Fe2P1,246858.0,-6.06
S8V5,42040.0,-6.06
Fe2Sc3Si3,76347.0,-6.06
Ge6Na4O15Sr1,6323.0,-6.06
Fe1S4Ti2,633328.0,-6.06
La1P2,42015.0,-6.059
Si2V1,96025.0,-6.059
Si2V1,603134.0,-6.059
Cu2Ga1O7Sr2Y1,71263.0,-6.059
Mn2S4Si1,54264.0,-6.059
Ag3C6K2N6Na1,65699.0,-6.058
Ag1Cr2K1O7,62783.0,-6.058
Mn3N9Sr8,409951.0,-6.058
Mn2S4Si1,57422.0,-6.058
Fe1Na1O2,33764.0,-6.057
Fe1Mo2S4,94749.0,-6.057
As1B2P1,181293.0,-6.057
Co1Cu2O7Sr2Y1,98129.0,-6.056
Al2Ba3N4,410578.0,-6.056
Cr6Ge6Y1,658018.0,-6.055
C1Fe2Ni1,167127.0,-6.053999999999999
Ga2O3,166198.0,-6.053999999999999
Ag1O3V1,50645.0,-6.053999999999999
Fe1Sc2Si2,20661.0,-6.053
Ni1P1Y1,646184.0,-6.053
B2Mn1Rh5Sc2,51436.0,-6.0520000000000005
B1Ca1N1Ni1,262509.0,-6.0520000000000005
Ag1O3V1,82079.0,-6.051
La10O3Si8,173575.0,-6.051
Sb1Zr1,52404.0,-6.051
Rh1Sc1Si1,79596.0,-6.05
Nb3Ni2Si1,20443.0,-6.05
Hg1O3Ti1,19005.0,-6.05
Fe1Na1O2,33775.0,-6.05
Rh1Sc3Si3,421255.0,-6.0489999999999995
B6Si1,20240.0,-6.0489999999999995
Ba3Cr1N3,154802.0,-6.0489999999999995
S8V5,41781.0,-6.0489999999999995
C1Rh3Y1,77389.0,-6.047999999999999
S8V5,73002.0,-6.047999999999999
Co3O4,69368.0,-6.047999999999999
Ir1Ni1O6Sr3,80286.0,-6.047999999999999
Ir1Ni1O6Sr3,80285.0,-6.047999999999999
Ir1Ni1O6Sr3,80287.0,-6.047000000000001
Ge3V5,638089.0,-6.046
K2Mo15S19,641246.0,-6.046
B20Na3,407159.0,-6.046
Ca2O7Ru2,156409.0,-6.045
Hf1La2Se5,638589.0,-6.045
Te1Zr2,87994.0,-6.045
Co3O4,624571.0,-6.045
As1V1,44083.0,-6.045
Cd1Cr1O4,18118.0,-6.045
Ge2Ru1Zr1,637776.0,-6.042999999999999
Mo6S8Sn1,644277.0,-6.042999999999999
As3Ti5,611496.0,-6.042999999999999
Al1Cu1O2,32632.0,-6.042000000000001
Cr1Li2N3Sr1,412247.0,-6.042000000000001
Al1Cu1O2,31701.0,-6.042000000000001
Al1Cu1O2,95661.0,-6.042000000000001
Al1Cu1O2,31368.0,-6.042000000000001
Sb1Zr1,107692.0,-6.041
Mo3N1Ni3,162274.0,-6.041
Hf1Pb1S3,65668.0,-6.04
Mo1S2,40081.0,-6.04
Mo1S2,43695.0,-6.04
Mo6S8Sn1,200814.0,-6.037999999999999
Mo1S2,49801.0,-6.037999999999999
Ga2Ge3O10Rb2,30987.0,-6.037999999999999
S1V3,651363.0,-6.0360000000000005
Cd1Cr1O4,18119.0,-6.035
Fe1S4V2,633355.0,-6.035
Fe1S4V2,633361.0,-6.035
Fe2P1,246856.0,-6.034
O6Rh1Sr4,109297.0,-6.034
As2Sc3,16411.0,-6.0329999999999995
Ba1S3Zr1,165977.0,-6.0329999999999995
Cr2K3Na1O8,74559.0,-6.032
Nb1P1Se1,16076.0,-6.031000000000001
Cr6Ge6Sc1,626107.0,-6.031000000000001
Cr1Ni1P1,600596.0,-6.031000000000001
K2Mo15S19,280948.0,-6.031000000000001
K2Mo15S19,641243.0,-6.031000000000001
Ga1La3Mn1S7,38413.0,-6.03
Cr1Si2,71499.0,-6.03
Al1Fe1La3S7,607565.0,-6.03
Mo1Ni1P1,1133.0,-6.029
Cr2K3Na1O8,74557.0,-6.029
Ca4O6Pd1,88134.0,-6.029
Fe1S4V2,35634.0,-6.029
Nb4Ni1S8,645094.0,-6.029
Cr7Se8,26977.0,-6.028
Mo1Ni1P2,76283.0,-6.028
Ga2O3,33644.0,-6.027
Cr1N3Sr3,154803.0,-6.027
Fe3N1Pt1,632719.0,-6.027
Ca1Cu1Ge2O6,170824.0,-6.027
Ba1Fe1K1O3,412877.0,-6.025
Mn3Ni2Si1,20441.0,-6.025
B2Rh3Y1,615340.0,-6.025
Nb5P4Pd4,280273.0,-6.025
B11Li1,164841.0,-6.025
Mg1O6Rh1Sr3,84738.0,-6.025
Ge3O11Pb5,248064.0,-6.025
Al1B2Fe2,23205.0,-6.025
Be2W1,58754.0,-6.024
Fe4Sc1Si2,633444.0,-6.024
Se4V5,652166.0,-6.024
Ca1O3Rh1,164774.0,-6.023
Ge3O11Pb5,200063.0,-6.022
Mn2O7,60821.0,-6.022
Ba3Na1O6Ru1,405133.0,-6.022
Ga10Ge1O20Pb3,37178.0,-6.022
Bi1Mo6S8,604433.0,-6.022
O4Si1Zn2,20093.0,-6.021
Fe1Ni2O4,109150.0,-6.021
Si1Ti3,168414.0,-6.02
B2Ir2Sr1,8154.0,-6.02
Fe3Si5Y2,633652.0,-6.018
Mo15Rb2S19,91321.0,-6.016
Fe1Na1O2,27804.0,-6.015
Cr1Se1,162899.0,-6.013999999999999
C1Cl1N1,16660.0,-6.013
Cd2Na4O10Si3,20185.0,-6.013
Ru1Si2,154013.0,-6.013
Li1Mo6S8,642160.0,-6.013
C1Mo3Ni3,76134.0,-6.013
La1S2,418405.0,-6.013
Hg2Mo2O7,83374.0,-6.0120000000000005
Al1Ni1S7Y3,608836.0,-6.011
Fe1S8Ti4,633326.0,-6.01
Hg2Mo2O7,51511.0,-6.01
Hg2Mo2O7,51512.0,-6.01
Sn4Zr5,107311.0,-6.01
Fe2P1,633058.0,-6.0089999999999995
Fe3Si1,412838.0,-6.0089999999999995
Cu3O8V2,27310.0,-6.0089999999999995
Cr5Rb1S8,2567.0,-6.0089999999999995
Cu3O8V2,27184.0,-6.007999999999999
Fe1P1,633056.0,-6.007999999999999
Co1La4S7,624013.0,-6.007000000000001
Ba2Hf1S4,80652.0,-6.006
Fe2Sc1Si2,87157.0,-6.006
Ag1Cr1O2,25624.0,-6.004
Al2B2Ru3,43843.0,-6.002999999999999
Ba3Ir2Na1O9,246362.0,-6.002000000000001
Ba3Ir2Na1O9,246363.0,-6.001
C3S4,165381.0,-6.001
Ba3Ir2Na1O9,246360.0,-6.0
Ba3Ir2Na1O9,413452.0,-6.0
Cr1Cu1O4,60825.0,-6.0
Cr1Cu1O4,183216.0,-6.0
C1Rh3Sc1,77385.0,-6.0
As1Ti1,44074.0,-6.0
Ge2In1K1O6,65337.0,-5.999
In1O6Rh1Sr3,51138.0,-5.999
Ba3Ir2Na1O9,246359.0,-5.997999999999999
B1I1N2Sr2,50598.0,-5.997999999999999
S3Ti8,2032.0,-5.996
Mo6S8Sb1,604444.0,-5.995
As3Ti4,611492.0,-5.995
B1Fe2,16809.0,-5.995
O4Si1Zn2,167188.0,-5.995
Cr1Si2,96026.0,-5.992999999999999
Cd4K1O12V3,807.0,-5.992000000000001
O3Rb2Si1,411662.0,-5.992000000000001
Fe2Si1,100094.0,-5.992000000000001
Fe1Na1O2,37157.0,-5.9910000000000005
Ge3V5,638081.0,-5.99
As1Fe1V1,610532.0,-5.989
Fe1S6Ti3,53533.0,-5.989
Mo21Rb4S25,91322.0,-5.989
Sb1V3,651717.0,-5.989
Sb1V3,106037.0,-5.9879999999999995
Se1V1,162898.0,-5.9879999999999995
Cd1Na1O4V1,151411.0,-5.987
Al1Ca3N3,410579.0,-5.987
Ca1O4Rh2,170597.0,-5.986000000000001
Ge3O9Rb2Sn1,19035.0,-5.986000000000001
Cr1O4Rb2,30224.0,-5.985
Ca3Cu1Ir1O6,73188.0,-5.984
As3Mo2,43184.0,-5.983
Ni2O1Ti4,15809.0,-5.983
As1Fe1Ti1,610530.0,-5.981
B2Cr1Rh5Sc2,51435.0,-5.981
Cr3Si5,626782.0,-5.981
Fe5Si3,99970.0,-5.981
Cr1O8Pb5,99433.0,-5.979
Al1Sn3Zr5,106250.0,-5.979
P4V1,38315.0,-5.978
Fe1K1O2,200254.0,-5.978
Fe1K1O2,421185.0,-5.977
Na4O5W1,85063.0,-5.977
K1Mo6S8,641241.0,-5.976
Fe1K1O2,94467.0,-5.976
Mn1Sc2Se4,74407.0,-5.976
Co3O1Ti3,29054.0,-5.975
N3Na3W1,75364.0,-5.975
Hg1Mo1O4,2533.0,-5.975
O9V2Zn4,59109.0,-5.974
La2S5Si1,240952.0,-5.974
C3Mg2,71941.0,-5.973
S3Zr1,604573.0,-5.972
Pt1Sc3Si3,421257.0,-5.972
Co1O3Sr1,77142.0,-5.971
P4Ru1,2492.0,-5.971
Ga1Nb4S8,158313.0,-5.968999999999999
Mn3Si5Y2,643699.0,-5.968999999999999
Ga1Nb4S8,170657.0,-5.968999999999999
Mg1O1,161842.0,-5.968
As3Sc5,41677.0,-5.968
Ga1Nb4S8,634782.0,-5.966
Al3B2Ru4,43844.0,-5.966
Ba1Fe1La2S5,51602.0,-5.966
Sn1V3,106098.0,-5.966
Co1O3Sr1,184078.0,-5.965
Ge1Ru1Sc1,79595.0,-5.965
Si2Ti1,652419.0,-5.965
Si2Ti1,168418.0,-5.965
Co1O3Sr1,108896.0,-5.965
Rh1Sc1Si2,15248.0,-5.965
P5Y1,409188.0,-5.962999999999999
Hf5Sb9,413979.0,-5.961
Co1Mn1Si1,53006.0,-5.96
Ga1Sn3Zr5,106753.0,-5.96
Mo27Rb6S31,91323.0,-5.96
Ba9O24Rh8,280769.0,-5.959
Cr1P4,2790.0,-5.959
Rh3Si2Y1,52080.0,-5.959
Fe1P1,633050.0,-5.959
Fe1P1,15057.0,-5.959
Co1Si1V1,409847.0,-5.957999999999999
Sc5Si3,23932.0,-5.957000000000001
Sb1Y1,651741.0,-5.957000000000001
Mn1Ni1P1,643091.0,-5.957000000000001
Ca3Li4N6Si2,420675.0,-5.957000000000001
Ge3Y5,656500.0,-5.956
Si2Ti1,1089.0,-5.956
As1La1,106265.0,-5.955
Cr1Ge1,626099.0,-5.955
B2Ba1Ir2,612532.0,-5.954
P1Sc3,648101.0,-5.954
N12Na11Rb1W4,81529.0,-5.954
Sb2Si1V4,82564.0,-5.952999999999999
C1Cl1N5S3,62270.0,-5.952999999999999
C2N2Se3,171333.0,-5.952999999999999
Co1Cr2S4,622497.0,-5.952000000000001
Co1Cr2S4,603918.0,-5.952000000000001
Co1Cr2S4,169878.0,-5.952000000000001
Co1Cr2S4,622503.0,-5.952000000000001
Ni1P5Ti2,69987.0,-5.9510000000000005
S2Ti1,52195.0,-5.9510000000000005
B1Co1,30450.0,-5.9510000000000005
C1Nb4Zn2,42938.0,-5.9510000000000005
S2Ti1,181506.0,-5.95
Ir1Na1O6Sr3,81906.0,-5.95
K1Na3O5W1,40249.0,-5.95
C4Cd1N4Se4Zn1,171416.0,-5.95
Na1S7Si1Y3,412445.0,-5.9479999999999995
Cu1S7Si1Y3,628864.0,-5.9479999999999995
Cu1S7Si1Y3,152792.0,-5.9479999999999995
Fe1P1,633046.0,-5.947
Ge2Ir1Y1,76509.0,-5.947
Fe1Sc1Si2,633442.0,-5.946000000000001
N6Na5Rb1W2,55534.0,-5.946000000000001
Al2C1Ni1Ti3,43862.0,-5.946000000000001
O15Rh5Sr6,93117.0,-5.945
Hg1O3V1,82242.0,-5.945
Co1Cr2S4,622504.0,-5.944
Sn1V3,106097.0,-5.944
K2Mo9S11,641250.0,-5.943
Cu2Ga1La1O7Sr2,71276.0,-5.943
Mg1O1,181460.0,-5.942
Ge4Y5,249770.0,-5.942
Mo33Rb8S37,91324.0,-5.941
Co1Cr2S4,52942.0,-5.94
Co1Cr2S4,622501.0,-5.94
B1Rh1,150732.0,-5.938
Ge8V11,638084.0,-5.938
Ba5Cr1N5,82360.0,-5.937
Mn2Nb1P12,68108.0,-5.936
K2Mo9S11,641242.0,-5.936
K2Mo9S11,280261.0,-5.936
Ba1O1,52278.0,-5.935
Mg1O1,181461.0,-5.935
Ge6Mn6Sc1,89437.0,-5.935
Mo9Rb2S11,280262.0,-5.934
O4Pb1Sr2,4418.0,-5.934
O4Si1Zn2,167190.0,-5.934
Mn4Nb2Si5,643027.0,-5.934
Rh9Si5Y4,52082.0,-5.933
Fe11Si5,77369.0,-5.933
Al1Mo4S8,36562.0,-5.933
Al1Mo4S8,36564.0,-5.932
Co1Si1Ti1,625085.0,-5.932
Se2Zr1,652251.0,-5.931
B2Rh5Sc3,51434.0,-5.931
O6Pt1Sr4,26490.0,-5.931
C1Co2,16895.0,-5.93
Fe2In1O4,157323.0,-5.93
Ge1Ni2O4,69508.0,-5.928999999999999
Si2Y1,150662.0,-5.928999999999999
Rh4Sc5Si10,650269.0,-5.928999999999999
Ge1Se1Zr1,25739.0,-5.928
Fe3Sc2Si5,41834.0,-5.9270000000000005
Co1Si2Y1,625129.0,-5.9270000000000005
Co1Fe1La3S7,603954.0,-5.926
S2Ti1,72042.0,-5.926
Mg1O6Pt1Sr3,281299.0,-5.925
Co3Nb2Si1,53018.0,-5.925
Ca1In2O4,52390.0,-5.925
Ge1Pt1Zr1,260793.0,-5.9239999999999995
As2Ba1Mn2,41794.0,-5.9239999999999995
Fe1O2Rb1,421187.0,-5.9239999999999995
Cr11K3S18,73144.0,-5.922999999999999
Ba3Ir1Na1O6,405134.0,-5.921
As1Cr1Rh1,601513.0,-5.921
As1Cr1Rh1,610256.0,-5.92
B6K1,98988.0,-5.919
Mo2S2Sb1,97682.0,-5.919
P1Pt1Sc1,417911.0,-5.917999999999999
Ag2Ba1Cu1O8V2,422132.0,-5.917000000000001
B3Ir4Zn1,71640.0,-5.917000000000001
La1S2,641839.0,-5.914
Mo18Rb5S19,410685.0,-5.914
Ga2O4Pb1,80129.0,-5.914
Mn2Mo1P12,68107.0,-5.912999999999999
Mn2Si2Y1,86263.0,-5.9110000000000005
Nb3Se4,602364.0,-5.91
Nb3Se4,43281.0,-5.91
Nb3Se4,16278.0,-5.91
Rh2Si1Y1,61381.0,-5.907
O4Si1Zn2,167189.0,-5.907
Cu1S4Zr2,27027.0,-5.907
Fe1O2Rb1,241113.0,-5.906000000000001
Cr1Nb2Se4,23476.0,-5.906000000000001
La1O4Pd2,79340.0,-5.906000000000001
Ba4S10Zr3,72656.0,-5.904
Na2O8Si2Zn3,4339.0,-5.903
Cu1Mo6S8,628433.0,-5.903
Ba2O4Pb1,27113.0,-5.902
Ir1O6Sr3Zn1,81903.0,-5.901
Cu2O4Y1,83493.0,-5.901
O4Si1Zn2,167191.0,-5.9
Fe1O2Rb1,180531.0,-5.9
Ge1Ti1Y1,90233.0,-5.899
Ba1O3Rh1,15520.0,-5.897
