composition,structure_id,energyperatom
Na1Ge1As1,NaGeAs_LaPIr_109,-3.6199815760000003
Na1Ge1As1,NaGeAs_KZnP_194,-3.60927543
Na1Ge1As1,NaGeAs_NaBeAs_194,-3.595527025
Na1Ge1As1,NaGeAs_YPPt_187,-3.577815237
Na1Ge1As1,NaGeAs_KZnAs_187_1,-3.576858243
Na1Ge1As1,NaGeAs_KZnSb_194_1,-3.57375044
Na1Ge1As1,NaGeAs_KZnSb_187,-3.57373695
Na1Ge1As1,NaGeAs_EuPPt_164,-3.560642925
Na1Ge1As1,NaGeAs_BaNiN_62,-3.557804683
Na1Ge1As1,NaGeAs_KZnSb_194_2,-3.5517666880000003
Na1Ge1As1,NaGeAs_KZnAs_194_2,-3.54765997
Na1Ge1As1,NaGeAs_NaBeSb_194,-3.547571482
Na1Ge1As1,NaGeAs_ZnCuAs_216,-3.545695495
Na1Ge1As1,NaGeAs_LiZnP_216_2,-3.54412092
Na1Ge1As1,NaGeAs_LiZnAs_216,-3.543961773
Na1Ge1As1,NaGeAs_BaCuN_15,-3.542786183
Na1Ge1As1,NaGeAs_LiFeAs_164,-3.542168228
Na1Ge1As1,NaGeAs_SrSnP_129,-3.5307048180000002
Na1Ge1As1,NaGeAs_GeAsSe_52,-3.513442641
Na1Ge1As1,NaGeAs_NdNiP_194,-3.4956874769999997
Na1Ge1As1,NaGeAs_NbCrN_99,-3.4656861660000002
Na1Ge1As1,NaGeAs_SrLiN_131,-3.38316209
Na1Ge1As1,NaGeAs_LiNiN_187,-3.335243923
Na1Ge1As1,NaGeAs_FeAsRh_189,-3.3096068439999997
Na1Ge1As1,NaGeAs_MnCoSb_225,-3.250554663
Na1Ge1As1,NaGeAs_LiCdAs_216,-3.23429186
Na1Ge1As1,NaGeAs_LiZnP_216_1,-3.2342672930000003
Na1Ge1As1,NaGeAs_LiCdP_216,-3.234257907
Cs1Si1Sb1,CsSiSb_NaCdSb_62,-3.5674711219999997
Cs1Si1Sb1,CsSiSb_KSnSb_186,-3.55433696
Cs1Si1Sb1,CsSiSb_LiZbSb_186,-3.55089289
Cs1Si1Sb1,CsSiSb_NaSnP_186,-3.550514198
Cs1Si1Sb1,CsSiSb_KSnAs_186,-3.544180055
Cs1Si1Sb1,CsSiSb_NaZnP_129_1,-3.505113267
Cs1Si1Sb1,CsSiSb_NaCdAs_62_1,-3.4892205780000003
Cs1Si1Sb1,CsSiSb_MgAgSb_120,-3.452042133
Cs1Si1Sb1,CsSiSb_HfAsRu_46,-3.43407942
Cs1Si1Sb1,CsSiSb_KZnSb_194_2,-3.423195008
Cs1Si1Sb1,CsSiSb_KZnAs_187_1,-3.422704387
Cs1Si1Sb1,CsSiSb_EuPPt_164,-3.412235663
Cs1Si1Sb1,CsSiSb_YPPt_187,-3.4112312069999997
Cs1Si1Sb1,CsSiSb_NaBeAs_194,-3.410712553
Cs1Si1Sb1,CsSiSb_NaBeSb_194,-3.410163497
Cs1Si1Sb1,CsSiSb_LaPIr_109,-3.390496085
Cs1Si1Sb1,CsSiSb_NdNiP_194,-3.386121423
Cs1Si1Sb1,CsSiSb_TiFeP_189,-3.278153731
Cs1Si1Sb1,CsSiSb_NbCrN_99,-3.1815964739999996
Cs1Si1Sb1,CsSiSb_SrSnP_129,-3.17694717
Cs1Si1Sb1,CsSiSb_LiZnP_216_2,-2.837608553
Cs1Si1Sb1,CsSiSb_SrLiN_131,-2.512323762
Cs1Si1Sb1,CsSiSb_LiCdAs_216,-2.3198109430000002
Cs1Si1Sb1,CsSiSb_LiCdP_216,-2.319568247
Rb1Sn1Sb1,RbSnSb_KSnSb_186,-3.368684185
Rb1Sn1Sb1,RbSnSb_NaSnP_186,-3.3655113219999997
Rb1Sn1Sb1,RbSnSb_KSnAs_186,-3.35870957
Rb1Sn1Sb1,RbSnSb_NaCdAs_62_1,-3.3307994169999997
Rb1Sn1Sb1,RbSnSb_NaCdAs_62_2,-3.3307720539999996
Rb1Sn1Sb1,RbSnSb_NaCdSb_62,-3.329298278
Rb1Sn1Sb1,RbSnSb_KCdSb_129,-3.289824968
Rb1Sn1Sb1,RbSnSb_NaZnSb_129,-3.289117407
Rb1Sn1Sb1,RbSnSb_KCdAs_129,-3.288851192
Rb1Sn1Sb1,RbSnSb_LiFeAs_129,-3.283907334
Rb1Sn1Sb1,RbSnSb_NaZnP_129_1,-3.281835757
Rb1Sn1Sb1,RbSnSb_NaZnAs_129,-3.28161305
Rb1Sn1Sb1,RbSnSb_LiBeAs_129,-3.281580992
Rb1Sn1Sb1,RbSnSb_NaZnP_129_2,-3.281441578
Rb1Sn1Sb1,RbSnSb_TiFeP_189,-3.2574191810000004
Rb1Sn1Sb1,RbSnSb_MgAgSb_120,-3.254371848
Rb1Sn1Sb1,RbSnSb_LaPIr_109,-3.231455426
Rb1Sn1Sb1,RbSnSb_EuPPt_164,-3.21488668
Rb1Sn1Sb1,RbSnSb_LiZbSb_186,-3.2074163380000003
Rb1Sn1Sb1,RbSnSb_LiMnAs_129,-3.206795398
Rb1Sn1Sb1,RbSnSb_LiBeSb_186,-3.20633612
Rb1Sn1Sb1,RbSnSb_YPPt_187,-3.204012173
Rb1Sn1Sb1,RbSnSb_KZnAs_187_1,-3.2025796630000003
Rb1Sn1Sb1,RbSnSb_KZnSb_194_1,-3.2025220930000002
Rb1Sn1Sb1,RbSnSb_KZnSb_187,-3.202516597
Rb1Sn1Sb1,RbSnSb_KZnSb_194_2,-3.196357988
Rb1Sn1Sb1,RbSnSb_KZnAs_194_2,-3.196173308
Rb1Sn1Sb1,RbSnSb_NaBeSb_194,-3.195563318
Rb1Sn1Sb1,RbSnSb_KZnP_194,-3.195449102
Rb1Sn1Sb1,RbSnSb_NaBeAs_194,-3.19403888
Rb1Sn1Sb1,RbSnSb_NdNiP_194,-3.0582979339999996
Rb1Sn1Sb1,RbSnSb_SrSnP_129,-3.0320699330000003
Rb1Sn1Sb1,RbSnSb_ZnCuAs_216,-3.029507957
Rb1Sn1Sb1,RbSnSb_LiZnP_216_2,-3.02790864
Rb1Sn1Sb1,RbSnSb_LiZnAs_216,-3.027723343
Rb1Sn1Sb1,RbSnSb_SrLiN_131,-2.7676517769999998
Rb1Sn1Sb1,RbSnSb_MnCoSb_225,-2.582369844
Rb1Sn1Sb1,RbSnSb_LiCdP_216,-2.572056267
Rb1Sn1Sb1,RbSnSb_LiZnP_216_1,-2.5720402
Rb1Sn1Sb1,RbSnSb_LiCdAs_216,-2.57201096
Li1P1Pb1,LiPPb_KSnSb_186,-3.932616732
Li1P1Pb1,LiPPb_KSnAs_186,-3.9313578999999996
Li1P1Pb1,LiPPb_NaSnP_186,-3.931311352
Li1P1Pb1,LiPPb_MgAgSb_120,-3.874433681
Li1P1Pb1,LiPPb_NdNiP_194,-3.867525808
Li1P1Pb1,LiPPb_NaCdSb_62,-3.8536037189999996
Li1P1Pb1,LiPPb_FeAsRh_189,-3.8501751719999997
Li1P1Pb1,LiPPb_NaCdAs_62_1,-3.84946217
Li1P1Pb1,LiPPb_NaCdAs_62_2,-3.84893576
Li1P1Pb1,LiPPb_HfAsRu_46,-3.848434812
Li1P1Pb1,LiPPb_LiZnP_216_2,-3.8169652999999997
Li1P1Pb1,LiPPb_LiZnAs_216,-3.81691426
Li1P1Pb1,LiPPb_SrLiN_131,-3.815657373
Li1P1Pb1,LiPPb_ZnCuAs_216,-3.813701654
Li1P1Pb1,LiPPb_BaNiN_62,-3.7901054
Li1P1Pb1,LiPPb_LiFeAs_164,-3.7806133969999998
Li1P1Pb1,LiPPb_LiZbSb_186,-3.776160893
Li1P1Pb1,LiPPb_MnCoSb_225,-3.775828495
Li1P1Pb1,LiPPb_LiZnP_216_1,-3.772071607
Li1P1Pb1,LiPPb_LiCdP_216,-3.77205026
Li1P1Pb1,LiPPb_LiCdAs_216,-3.7719939
Li1P1Pb1,LiPPb_GeAsSe_52,-3.765915319
Li1P1Pb1,LiPPb_LiBeSb_186,-3.7592653719999998
Li1P1Pb1,LiPPb_NaZnP_129_1,-3.748581367
Li1P1Pb1,LiPPb_NaZnP_129_2,-3.748344195
Li1P1Pb1,LiPPb_NaZnAs_129,-3.748239262
Li1P1Pb1,LiPPb_LiBeAs_129,-3.747675213
Li1P1Pb1,LiPPb_LiFeAs_129,-3.743152709
Li1P1Pb1,LiPPb_EuPPt_164,-3.740886003
Li1P1Pb1,LiPPb_TiFeP_189,-3.740642719
Li1P1Pb1,LiPPb_CrNiP_189,-3.740575233
Li1P1Pb1,LiPPb_LiBeP_129,-3.738289042
Li1P1Pb1,LiPPb_LaPIr_109,-3.733568783
Li1P1Pb1,LiPPb_KCdAs_129,-3.73031342
Li1P1Pb1,LiPPb_KCdSb_129,-3.73031342
Li1P1Pb1,LiPPb_NaZnSb_129,-3.72909773
Li1P1Pb1,LiPPb_NaBeSb_194,-3.7032499580000002
Li1P1Pb1,LiPPb_KZnP_194,-3.703223828
Li1P1Pb1,LiPPb_NaBeAs_194,-3.703178448
Li1P1Pb1,LiPPb_KZnAs_194_2,-3.70297281
Li1P1Pb1,LiPPb_KZnSb_194_2,-3.699048252
Li1P1Pb1,LiPPb_BaCuN_15,-3.698291344
Li1P1Pb1,LiPPb_LiFeP_107,-3.696483785
Li1P1Pb1,LiPPb_SrSnP_129,-3.642187542
Li1P1Pb1,LiPPb_LiFeAs_194,-3.631424542
Li1P1Pb1,LiPPb_KZnSb_187,-3.620465087
Li1P1Pb1,LiPPb_KZnSb_194_1,-3.61907864
Li1P1Pb1,LiPPb_LiNiN_187,-3.59986518
Li1P1Pb1,LiPPb_KZnAs_187_1,-3.587414173
Li1P1Pb1,LiPPb_YPPt_187,-3.58541268
Li1P1Pb1,LiPPb_NbCrN_99,-3.5757041480000002
Li1Cd1P1,LiCdP_ZnCuAs_216,-3.205495997
Li1Cd1P1,LiCdP_LiZnAs_216,-3.203413983
Li1Cd1P1,LiCdP_LiZnP_216_2,-3.203369443
Li1Cd1P1,LiCdP_KCN_9,-3.201706394
Li1Cd1P1,LiCdP_LiBeSb_186,-3.142677095
Li1Cd1P1,LiCdP_LiZbSb_186,-3.139820873
Li1Cd1P1,LiCdP_LiMnAs_129,-3.132090218
Li1Cd1P1,LiCdP_NaCdAs_62_1,-3.103257668
Li1Cd1P1,LiCdP_NaCdSb_62,-3.1005018580000003
Li1Cd1P1,LiCdP_NaCdAs_62_2,-3.0994261439999997
Li1Cd1P1,LiCdP_CrNiP_189,-3.071150592
Li1Cd1P1,LiCdP_TiFeP_189,-3.0706423039999997
Li1Cd1P1,LiCdP_HfAsRu_46,-3.0695088489999995
Li1Cd1P1,LiCdP_KSnSb_186,-3.059749128
Li1Cd1P1,LiCdP_KSnAs_186,-3.05565623
Li1Cd1P1,LiCdP_NaSnP_186,-3.055447542
Li1Cd1P1,LiCdP_LiFeAs_129,-3.0308671080000003
Li1Cd1P1,LiCdP_MgAgSb_120,-3.0296415210000003
Li1Cd1P1,LiCdP_NaZnP_129_1,-3.029508362
Li1Cd1P1,LiCdP_NaZnAs_129,-3.029496402
Li1Cd1P1,LiCdP_NaZnP_129_2,-3.029483597
Li1Cd1P1,LiCdP_LiBeP_129,-3.029479153
Li1Cd1P1,LiCdP_LiBeAs_129,-3.029400362
Li1Cd1P1,LiCdP_NaZnSb_129,-3.0254849569999998
Li1Cd1P1,LiCdP_KCdAs_129,-3.025255485
Li1Cd1P1,LiCdP_KCdSb_129,-3.025255485
Li1Cd1P1,LiCdP_BaNiN_62,-3.0088045130000003
Li1Cd1P1,LiCdP_KZnP_194,-3.00670512
Li1Cd1P1,LiCdP_KZnAs_194_2,-3.006696077
Li1Cd1P1,LiCdP_NaBeSb_194,-3.0066220280000002
Li1Cd1P1,LiCdP_NaBeAs_194,-3.0064043430000003
Li1Cd1P1,LiCdP_EuPPt_164,-3.004870248
Li1Cd1P1,LiCdP_KZnSb_194_2,-3.0005608169999998
Li1Cd1P1,LiCdP_LiFeAs_164,-2.996618906
Li1Cd1P1,LiCdP_BaCuN_15,-2.9493839339999997
Li1Cd1P1,LiCdP_SrLiN_131,-2.935689092
Li1Cd1P1,LiCdP_NdNiP_194,-2.898834073
Li1Cd1P1,LiCdP_YPPt_187,-2.893486673
Li1Cd1P1,LiCdP_KZnAs_187_1,-2.8920312999999997
Li1Cd1P1,LiCdP_LaPIr_109,-2.887120768
Li1Cd1P1,LiCdP_KZnSb_187,-2.88548155
Li1Cd1P1,LiCdP_KZnSb_194_1,-2.885286463
Li1Cd1P1,LiCdP_LiFeP_107,-2.882159638
Li1Cd1P1,LiCdP_FeAsRh_189,-2.881505483
Li1Cd1P1,LiCdP_LiCdAs_216,-2.875040667
Li1Cd1P1,LiCdP_LiZnP_216_1,-2.8749200530000003
Li1Cd1P1,LiCdP_LiCdP_216,-2.87491631
Li1Cd1P1,LiCdP_MnCoSb_225,-2.8631791
Li1Cd1P1,LiCdP_LiFeAs_194,-2.850673983
Li1Cd1P1,LiCdP_SrSnP_129,-2.7873580280000003
Li1Cd1P1,LiCdP_LiNiN_187,-2.732394417
Li1Cd1P1,LiCdP_NbCrN_99,-2.59714402
Li1Be1P1,LiBeP_LiFeAs_129,-4.268019356
Li1Be1P1,LiBeP_LiBeAs_129,-4.266491862
Li1Be1P1,LiBeP_LiBeP_129,-4.266434248
Li1Be1P1,LiBeP_NaZnAs_129,-4.26636657
Li1Be1P1,LiBeP_NaZnP_129_1,-4.266339398
Li1Be1P1,LiBeP_NaZnP_129_2,-4.2663207419999996
Li1Be1P1,LiBeP_KCdAs_129,-4.26290369
Li1Be1P1,LiBeP_KCdSb_129,-4.26290369
Li1Be1P1,LiBeP_NaZnSb_129,-4.262812167
Li1Be1P1,LiBeP_NaCdAs_62_1,-4.245194433
Li1Be1P1,LiBeP_NaCdSb_62,-4.2451588330000005
Li1Be1P1,LiBeP_NaCdAs_62_2,-4.245132812
Li1Be1P1,LiBeP_NaBeSb_194,-4.226396853
Li1Be1P1,LiBeP_KZnAs_194_2,-4.226379195
Li1Be1P1,LiBeP_NaBeAs_194,-4.226327887
Li1Be1P1,LiBeP_KZnP_194,-4.226319777
Li1Be1P1,LiBeP_EuPPt_164,-4.223288483
Li1Be1P1,LiBeP_KZnSb_194_2,-4.222055113
Li1Be1P1,LiBeP_LiMnAs_129,-4.2208917
Li1Be1P1,LiBeP_LiBeSb_186,-4.219850397
Li1Be1P1,LiBeP_LiZbSb_186,-4.21674763
Li1Be1P1,LiBeP_KCN_8,-4.19774506
Li1Be1P1,LiBeP_KSnAs_186,-4.194976535
Li1Be1P1,LiBeP_NaSnP_186,-4.19497584
Li1Be1P1,LiBeP_KSnSb_186,-4.19494014
Li1Be1P1,LiBeP_ZnCuAs_216,-4.173418734
Li1Be1P1,LiBeP_LiZnP_216_2,-4.172010137
Li1Be1P1,LiBeP_LiZnAs_216,-4.1718206030000005
Li1Be1P1,LiBeP_YPPt_187,-4.167285713
Li1Be1P1,LiBeP_KZnAs_187_1,-4.165959107
Li1Be1P1,LiBeP_KZnSb_187,-4.16073139
Li1Be1P1,LiBeP_KZnSb_194_1,-4.16072196
Li1Be1P1,LiBeP_TiFeP_189,-4.1558478260000005
Li1Be1P1,LiBeP_CrNiP_189,-4.15577984
Li1Be1P1,LiBeP_HfAsRu_46,-4.154272496
Li1Be1P1,LiBeP_KCN_9,-4.15368487
Li1Be1P1,LiBeP_LaPIr_109,-4.0938140910000005
Li1Be1P1,LiBeP_BaNiN_62,-4.002312811
Li1Be1P1,LiBeP_MgAgSb_120,-3.967480275
Li1Be1P1,LiBeP_BaCuN_15,-3.9397907119999998
Li1Be1P1,LiBeP_LiFeAs_164,-3.844888881
Li1Be1P1,LiBeP_SrSnP_129,-3.83085228
Li1Be1P1,LiBeP_LiNiN_187,-3.7707943
Li1Be1P1,LiBeP_LiFeAs_194,-3.759933567
Li1Be1P1,LiBeP_FeAsRh_189,-3.733555552
Li1Be1P1,LiBeP_LiFeP_107,-3.699905845
Li1Be1P1,LiBeP_SrLiN_131,-3.60186861
Li1Be1P1,LiBeP_MnCoSb_225,-3.569375752
Li1Be1P1,LiBeP_NdNiP_194,-3.55854278
Li1Be1P1,LiBeP_LiCdAs_216,-3.549699383
Li1Be1P1,LiBeP_LiZnP_216_1,-3.5496645030000002
Li1Be1P1,LiBeP_LiCdP_216,-3.549560913
Li1Be1P1,LiBeP_NbCrN_99,-3.500096084
K1P1Pb1,KPPb_KSnSb_186,-3.67979551
K1P1Pb1,KPPb_NaSnP_186,-3.677479468
K1P1Pb1,KPPb_KSnAs_186,-3.67442826
K1P1Pb1,KPPb_NaCdAs_62_2,-3.624456108
K1P1Pb1,KPPb_NaCdAs_62_1,-3.623350972
K1P1Pb1,KPPb_NaCdSb_62,-3.622678224
K1P1Pb1,KPPb_MgAgSb_120,-3.549235098
K1P1Pb1,KPPb_CrNiP_189,-3.5487887330000003
K1P1Pb1,KPPb_TiFeP_189,-3.548279833
K1P1Pb1,KPPb_HfAsRu_46,-3.5448216460000004
K1P1Pb1,KPPb_GeAsSe_52,-3.541725855
K1P1Pb1,KPPb_LiFeAs_129,-3.5176460919999997
K1P1Pb1,KPPb_NaZnSb_129,-3.517528553
K1P1Pb1,KPPb_NaZnAs_129,-3.517443488
K1P1Pb1,KPPb_NaZnP_129_1,-3.517398105
K1P1Pb1,KPPb_LiBeP_129,-3.51698547
K1P1Pb1,KPPb_NaZnP_129_2,-3.516491045
K1P1Pb1,KPPb_LiBeAs_129,-3.51571922
K1P1Pb1,KPPb_KCdAs_129,-3.51526484
K1P1Pb1,KPPb_KCdSb_129,-3.51526484
K1P1Pb1,KPPb_LiMnAs_129,-3.50479751
K1P1Pb1,KPPb_LiZbSb_186,-3.500851095
K1P1Pb1,KPPb_LiBeSb_186,-3.500816925
K1P1Pb1,KPPb_LaPIr_109,-3.486371435
K1P1Pb1,KPPb_YPPt_187,-3.457074493
K1P1Pb1,KPPb_KZnSb_187,-3.45640988
K1P1Pb1,KPPb_KZnSb_194_1,-3.4562620230000003
K1P1Pb1,KPPb_KZnAs_187_1,-3.453448613
K1P1Pb1,KPPb_FeAsRh_189,-3.452566503
K1P1Pb1,KPPb_NaBeSb_194,-3.447177315
K1P1Pb1,KPPb_EuPPt_164,-3.438129757
K1P1Pb1,KPPb_KZnSb_194_2,-3.437322697
K1P1Pb1,KPPb_NaBeAs_194,-3.437195523
K1P1Pb1,KPPb_KZnAs_194_2,-3.437000018
K1P1Pb1,KPPb_KZnP_194,-3.4367409230000003
K1P1Pb1,KPPb_ZnCuAs_216,-3.430197241
K1P1Pb1,KPPb_LiZnAs_216,-3.430145047
K1P1Pb1,KPPb_LiZnP_216_2,-3.4301136
K1P1Pb1,KPPb_SrSnP_129,-3.401409553
K1P1Pb1,KPPb_NbCrN_99,-3.358620777
K1P1Pb1,KPPb_LiNiN_187,-3.25153354
K1P1Pb1,KPPb_SrLiN_131,-3.183832593
K1P1Pb1,KPPb_NdNiP_194,-3.1172696810000002
K1P1Pb1,KPPb_LiCdP_216,-2.89735972
K1P1Pb1,KPPb_LiZnP_216_1,-2.897315017
K1P1Pb1,KPPb_LiCdAs_216,-2.897279583
K1P1Pb1,KPPb_MnCoSb_225,-2.843617099
Li1Si1As1,LiSiAs_KSnSb_186,-4.215301887
Li1Si1As1,LiSiAs_NaSnP_186,-4.2071515999999995
Li1Si1As1,LiSiAs_KSnAs_186,-4.20707612
Li1Si1As1,LiSiAs_MgAgSb_120,-4.130877105
Li1Si1As1,LiSiAs_BaCuN_15,-4.109210968999999
Li1Si1As1,LiSiAs_SrSnP_129,-4.089037603
Li1Si1As1,LiSiAs_CrNiP_189,-4.087809944
Li1Si1As1,LiSiAs_TiFeP_189,-4.086916614
Li1Si1As1,LiSiAs_HfAsRu_46,-4.0779932080000005
Li1Si1As1,LiSiAs_NaCdSb_62,-4.073368717
Li1Si1As1,LiSiAs_NaCdAs_62_2,-4.071124323
Li1Si1As1,LiSiAs_NaCdAs_62_1,-4.0679429030000005
Li1Si1As1,LiSiAs_LiBeSb_186,-4.066947252
Li1Si1As1,LiSiAs_LiZbSb_186,-4.06565933
Li1Si1As1,LiSiAs_GeAsSe_52,-4.060345012
Li1Si1As1,LiSiAs_LiMnAs_129,-4.037062687
Li1Si1As1,LiSiAs_LiFeP_107,-4.036461792
Li1Si1As1,LiSiAs_FeAsRh_189,-4.033755332
Li1Si1As1,LiSiAs_LiFeAs_164,-4.022076144
Li1Si1As1,LiSiAs_KCdAs_129,-4.020069832
Li1Si1As1,LiSiAs_KCdSb_129,-4.020069832
Li1Si1As1,LiSiAs_NaZnSb_129,-4.01998707
Li1Si1As1,LiSiAs_YPPt_187,-4.01939863
Li1Si1As1,LiSiAs_LiFeAs_129,-4.014150178
Li1Si1As1,LiSiAs_NaZnAs_129,-4.011460018
Li1Si1As1,LiSiAs_NaZnP_129_2,-4.011162147
Li1Si1As1,LiSiAs_LiBeAs_129,-4.011157067
Li1Si1As1,LiSiAs_NaZnP_129_1,-4.011112622
Li1Si1As1,LiSiAs_LiBeP_129,-4.0106031269999995
Li1Si1As1,LiSiAs_KZnP_194,-3.999453443
Li1Si1As1,LiSiAs_NaBeSb_194,-3.999357172
Li1Si1As1,LiSiAs_KZnAs_194_2,-3.99930546
Li1Si1As1,LiSiAs_NaBeAs_194,-3.9992039530000003
Li1Si1As1,LiSiAs_KZnSb_194_2,-3.993644333
Li1Si1As1,LiSiAs_KZnAs_187_1,-3.993601537
Li1Si1As1,LiSiAs_LiFeAs_194,-3.971151963
Li1Si1As1,LiSiAs_NbCrN_99,-3.963259438
Li1Si1As1,LiSiAs_BaNiN_62,-3.9462702110000003
Li1Si1As1,LiSiAs_LaPIr_109,-3.938922345
Li1Si1As1,LiSiAs_NdNiP_194,-3.931361588
Li1Si1As1,LiSiAs_SrLiN_131,-3.919430267
Li1Si1As1,LiSiAs_LiCdP_216,-3.91655053
Li1Si1As1,LiSiAs_LiCdAs_216,-3.9165373569999997
Li1Si1As1,LiSiAs_LiZnP_216_1,-3.91648467
Li1Si1As1,LiSiAs_ZnCuAs_216,-3.913504718
Li1Si1As1,LiSiAs_LiZnAs_216,-3.91097617
Li1Si1As1,LiSiAs_LiZnP_216_2,-3.910743807
Li1Si1As1,LiSiAs_KZnSb_194_1,-3.910492567
Li1Si1As1,LiSiAs_KZnSb_187,-3.910465737
Li1Si1As1,LiSiAs_LiNiN_187,-3.69252365
Cs1Sn1P1,CsSnP_NaCdSb_62,-3.750655721
Cs1Sn1P1,CsSnP_KSnSb_186,-3.737408375
Cs1Sn1P1,CsSnP_NaSnP_186,-3.73562023
Cs1Sn1P1,CsSnP_KSnAs_186,-3.734806477
Cs1Sn1P1,CsSnP_MgAgSb_120,-3.67503124
Cs1Sn1P1,CsSnP_NaZnSb_129,-3.581227512
Cs1Sn1P1,CsSnP_LiFeAs_129,-3.575056502
Cs1Sn1P1,CsSnP_NaZnP_129_1,-3.5641913069999998
Cs1Sn1P1,CsSnP_NaZnAs_129,-3.5631748
Cs1Sn1P1,CsSnP_LiBeP_129,-3.563145085
Cs1Sn1P1,CsSnP_NaZnP_129_2,-3.56229742
Cs1Sn1P1,CsSnP_KZnSb_194_2,-3.524686043
Cs1Sn1P1,CsSnP_KZnP_194,-3.524531492
Cs1Sn1P1,CsSnP_KZnAs_194_2,-3.524409323
Cs1Sn1P1,CsSnP_KZnSb_187,-3.523328273
Cs1Sn1P1,CsSnP_KZnSb_194_1,-3.52313304
Cs1Sn1P1,CsSnP_LaPIr_109,-3.520398993
Cs1Sn1P1,CsSnP_NaBeAs_194,-3.5192682680000003
Cs1Sn1P1,CsSnP_NaBeSb_194,-3.519025072
Cs1Sn1P1,CsSnP_LiBeSb_186,-3.518307493
Cs1Sn1P1,CsSnP_YPPt_187,-3.5166835169999997
Cs1Sn1P1,CsSnP_LiMnAs_129,-3.473603967
Cs1Sn1P1,CsSnP_TiFeP_189,-3.4484706789999997
Cs1Sn1P1,CsSnP_HfAsRu_46,-3.446504462
Cs1Sn1P1,CsSnP_LiNiN_187,-3.29681586
Cs1Sn1P1,CsSnP_LiZnAs_216,-3.130448467
Cs1Sn1P1,CsSnP_NdNiP_194,-2.781842246
Cs1Sn1P1,CsSnP_LiCdP_216,-2.508223467
Cs1Sn1P1,CsSnP_LiZnP_216_1,-2.507914853
Cs1Sn1P1,CsSnP_MnCoSb_225,-2.44186572
K1Si1Bi1,KSiBi_KSnSb_186,-3.4835631730000003
K1Si1Bi1,KSiBi_NaSnP_186,-3.476769695
K1Si1Bi1,KSiBi_KSnAs_186,-3.476728635
K1Si1Bi1,KSiBi_NaZnAs_129,-3.4188733630000003
K1Si1Bi1,KSiBi_KCdAs_129,-3.4166099169999997
K1Si1Bi1,KSiBi_KCdSb_129,-3.4166099169999997
K1Si1Bi1,KSiBi_NaZnSb_129,-3.416430805
K1Si1Bi1,KSiBi_CrNiP_189,-3.408991617
K1Si1Bi1,KSiBi_TiFeP_189,-3.408991238
K1Si1Bi1,KSiBi_LiFeAs_129,-3.407176288
K1Si1Bi1,KSiBi_NaZnP_129_2,-3.402581557
K1Si1Bi1,KSiBi_NaZnP_129_1,-3.40247574
K1Si1Bi1,KSiBi_LiBeAs_129,-3.4022950919999997
K1Si1Bi1,KSiBi_LiBeP_129,-3.4009423969999997
K1Si1Bi1,KSiBi_HfAsRu_46,-3.399009903
K1Si1Bi1,KSiBi_NaCdSb_62,-3.393738139
K1Si1Bi1,KSiBi_NaCdAs_62_2,-3.393481838
K1Si1Bi1,KSiBi_NaCdAs_62_1,-3.3864597360000004
K1Si1Bi1,KSiBi_LiFeP_107,-3.366154245
K1Si1Bi1,KSiBi_LaPIr_109,-3.362611208
K1Si1Bi1,KSiBi_KZnSb_187,-3.341745277
K1Si1Bi1,KSiBi_KZnSb_194_1,-3.341684147
K1Si1Bi1,KSiBi_KZnAs_187_1,-3.340902303
K1Si1Bi1,KSiBi_YPPt_187,-3.3402314
K1Si1Bi1,KSiBi_KZnAs_194_2,-3.3397318030000003
K1Si1Bi1,KSiBi_EuPPt_164,-3.33967378
K1Si1Bi1,KSiBi_KZnP_194,-3.33943624
K1Si1Bi1,KSiBi_NaBeSb_194,-3.338608147
K1Si1Bi1,KSiBi_KZnSb_194_2,-3.338465962
K1Si1Bi1,KSiBi_NaBeAs_194,-3.335787583
K1Si1Bi1,KSiBi_NdNiP_194,-3.3298963930000003
K1Si1Bi1,KSiBi_GeAsSe_52,-3.3298866389999997
K1Si1Bi1,KSiBi_LiBeSb_186,-3.324076375
K1Si1Bi1,KSiBi_MgAgSb_120,-3.32402467
K1Si1Bi1,KSiBi_LiZbSb_186,-3.32398676
K1Si1Bi1,KSiBi_FeAsRh_189,-3.323686052
K1Si1Bi1,KSiBi_LiMnAs_129,-3.288865478
K1Si1Bi1,KSiBi_LiFeAs_164,-3.236988471
K1Si1Bi1,KSiBi_NbCrN_99,-3.206526324
K1Si1Bi1,KSiBi_ZnCuAs_216,-3.068531234
K1Si1Bi1,KSiBi_LiZnAs_216,-3.0674546030000003
K1Si1Bi1,KSiBi_LiZnP_216_2,-3.06742332
K1Si1Bi1,KSiBi_SrSnP_129,-3.055660422
K1Si1Bi1,KSiBi_MnCoSb_225,-2.7864986469999997
K1Si1Bi1,KSiBi_SrLiN_131,-2.785169677
K1Si1Bi1,KSiBi_LiZnP_216_1,-2.6496947
K1Si1Bi1,KSiBi_LiCdAs_216,-2.6496926530000002
K1Si1Bi1,KSiBi_LiCdP_216,-2.64966052
Rb1As1Pb1,RbAsPb_KSnSb_186,-3.439220223
Rb1As1Pb1,RbAsPb_NaSnP_186,-3.437787118
Rb1As1Pb1,RbAsPb_KSnAs_186,-3.433567727
Rb1As1Pb1,RbAsPb_NaCdSb_62,-3.4251191960000003
