composition,structure_id,energyperatom
K1Zn1Bi1,KZnBi_NaBeSb_194,-2.366289903
K1Zn1Bi1,KZnBi_NaBeAs_194,-2.366068142
K1Zn1Bi1,KZnBi_LiBeSb_186,-2.365980835
K1Zn1Bi1,KZnBi_EuPPt_164,-2.3657319930000003
K1Zn1Bi1,KZnBi_KZnSb_194_2,-2.3582957319999998
K1Zn1Bi1,KZnBi_KZnAs_194_2,-2.358260382
K1Zn1Bi1,KZnBi_KZnP_194,-2.35791176
K1Zn1Bi1,KZnBi_YPPt_187,-2.3553713
K1Zn1Bi1,KZnBi_LiZbSb_186,-2.353993448
K1Zn1Bi1,KZnBi_KZnSb_194_1,-2.346951367
K1Zn1Bi1,KZnBi_KZnSb_187,-2.346340697
K1Zn1Bi1,KZnBi_KZnAs_187_1,-2.346300293
K1Zn1Bi1,KZnBi_LiFeAs_129,-2.3439716930000003
K1Zn1Bi1,KZnBi_LiBeAs_129,-2.343117452
K1Zn1Bi1,KZnBi_NaZnP_129_2,-2.342528007
K1Zn1Bi1,KZnBi_NaZnAs_129,-2.342161393
K1Zn1Bi1,KZnBi_NaZnP_129_1,-2.340907005
K1Zn1Bi1,KZnBi_KCdSb_129,-2.3396884769999997
K1Zn1Bi1,KZnBi_KCdAs_129,-2.339688475
K1Zn1Bi1,KZnBi_NaZnSb_129,-2.338966278
K1Zn1Bi1,KZnBi_NaCdAs_62_2,-2.337746223
K1Zn1Bi1,KZnBi_NaCdAs_62_1,-2.33759343
K1Zn1Bi1,KZnBi_NaCdSb_62,-2.337353088
K1Zn1Bi1,KZnBi_KSnSb_186,-2.29984865
K1Zn1Bi1,KZnBi_NaSnP_186,-2.29367066
K1Zn1Bi1,KZnBi_KSnAs_186,-2.280956635
K1Zn1Bi1,KZnBi_LaPIr_109,-2.27022635
K1Zn1Bi1,KZnBi_HfAsRu_46,-2.198330821
K1Zn1Bi1,KZnBi_TiFeP_189,-2.196026742
K1Zn1Bi1,KZnBi_LiMnAs_129,-2.156020723
K1Zn1Bi1,KZnBi_MgAgSb_120,-2.1021685619999997
K1Zn1Bi1,KZnBi_ZnCuAs_216,-2.075732221
K1Zn1Bi1,KZnBi_LiZnP_216_2,-2.073089757
K1Zn1Bi1,KZnBi_LiZnAs_216,-2.07302771
K1Zn1Bi1,KZnBi_NbCrN_99,-2.013856388
K1Zn1Bi1,KZnBi_LiNiN_187,-1.923603537
K1Zn1Bi1,KZnBi_SrSnP_129,-1.74284662
K1Zn1Bi1,KZnBi_MnCoSb_225,-1.69855024
K1Zn1Bi1,KZnBi_SrLiN_131,-1.6796354130000002
K1Zn1Bi1,KZnBi_LiCdP_216,-1.5944019269999998
K1Zn1Bi1,KZnBi_LiCdAs_216,-1.594355283
K1Zn1Bi1,KZnBi_LiZnP_216_1,-1.5943295869999998
Cs1Ge1Sb1,CsGeSb_NaCdSb_62,-3.44089911
Cs1Ge1Sb1,CsGeSb_KSnSb_186,-3.4401395619999997
Cs1Ge1Sb1,CsGeSb_NaSnP_186,-3.43763341
Cs1Ge1Sb1,CsGeSb_KSnAs_186,-3.433652915
Cs1Ge1Sb1,CsGeSb_NaZnSb_129,-3.40532526
Cs1Ge1Sb1,CsGeSb_KCdSb_129,-3.403472645
Cs1Ge1Sb1,CsGeSb_KCdAs_129,-3.40243407
Cs1Ge1Sb1,CsGeSb_NaZnP_129_2,-3.400754955
Cs1Ge1Sb1,CsGeSb_NaZnP_129_1,-3.400750285
Cs1Ge1Sb1,CsGeSb_LiBeP_129,-3.400472635
Cs1Ge1Sb1,CsGeSb_NaZnAs_129,-3.400241095
Cs1Ge1Sb1,CsGeSb_MgAgSb_120,-3.3305930160000004
Cs1Ge1Sb1,CsGeSb_KZnAs_187_1,-3.32235311
Cs1Ge1Sb1,CsGeSb_LiMnAs_129,-3.256834382
Cs1Ge1Sb1,CsGeSb_TiFeP_189,-3.20123763
Cs1Ge1Sb1,CsGeSb_LiBeSb_186,-3.143170108
Cs1Ge1Sb1,CsGeSb_SrSnP_129,-3.11009776
Cs1Ge1Sb1,CsGeSb_ZnCuAs_216,-2.870196061
Cs1Ge1Sb1,CsGeSb_LiZnP_216_2,-2.86794666
Cs1Ge1Sb1,CsGeSb_NdNiP_194,-2.558621503
Cs1Ge1Sb1,CsGeSb_SrLiN_131,-2.547767835
Cs1Ge1Sb1,CsGeSb_LiZnP_216_1,-2.349447057
Rb1As1,RbAs,-3.237408716
Cs1Zn1Sb1,CsZnSb_YPPt_187,-2.47302205
Cs1Zn1Sb1,CsZnSb_KZnP_194,-2.4716227369999997
Cs1Zn1Sb1,CsZnSb_NaBeAs_194,-2.471582872
Cs1Zn1Sb1,CsZnSb_NaBeSb_194,-2.47155226
Cs1Zn1Sb1,CsZnSb_KZnAs_194_2,-2.463914243
Cs1Zn1Sb1,CsZnSb_NaZnSb_129,-2.4279656519999997
Cs1Zn1Sb1,CsZnSb_KCdSb_129,-2.427685745
Cs1Zn1Sb1,CsZnSb_KCdAs_129,-2.427445422
Cs1Zn1Sb1,CsZnSb_NaZnP_129_2,-2.4256830380000003
Cs1Zn1Sb1,CsZnSb_NaZnAs_129,-2.425295268
Cs1Zn1Sb1,CsZnSb_LiBeAs_129,-2.4234666519999997
Cs1Zn1Sb1,CsZnSb_KSnSb_186,-2.391463112
Cs1Zn1Sb1,CsZnSb_NaSnP_186,-2.384992858
Cs1Zn1Sb1,CsZnSb_NaCdAs_62_1,-2.331862548
Cs1Zn1Sb1,CsZnSb_NaCdAs_62_2,-2.3308162169999997
Cs1Zn1Sb1,CsZnSb_NaCdSb_62,-2.325537517
Cs1Zn1Sb1,CsZnSb_MgAgSb_120,-2.183833306
Cs1Zn1Sb1,CsZnSb_LiBeSb_186,-2.125820202
Cs1Zn1Sb1,CsZnSb_LiNiN_187,-2.0582892
Cs1Zn1Sb1,CsZnSb_NbCrN_99,-2.005492463
Cs1Zn1Sb1,CsZnSb_LiZnP_216_2,-1.9042039169999998
Cs1Zn1Sb1,CsZnSb_LiCdP_216,-1.4959455169999998
Cs1Zn1Sb1,CsZnSb_LiCdAs_216,-1.4958667030000001
Cs1Sb1Pb1,CsSbPb_NaCdAs_62_1,-3.234805162
Cs1Sb1Pb1,CsSbPb_NaCdSb_62,-3.232594118
Cs1Sb1Pb1,CsSbPb_NaCdAs_62_2,-3.23212416
Cs1Sb1Pb1,CsSbPb_KSnSb_186,-3.217984553
Cs1Sb1Pb1,CsSbPb_NaSnP_186,-3.21716023
Cs1Sb1Pb1,CsSbPb_KSnAs_186,-3.21713011
Cs1Sb1Pb1,CsSbPb_KCdSb_129,-3.200776433
Cs1Sb1Pb1,CsSbPb_NaZnP_129_1,-3.2000316680000003
Cs1Sb1Pb1,CsSbPb_LiBeAs_129,-3.19973314
Cs1Sb1Pb1,CsSbPb_NaZnP_129_2,-3.1993582480000002
Cs1Sb1Pb1,CsSbPb_NaZnAs_129,-3.1986547730000003
Cs1Sb1Pb1,CsSbPb_LiBeP_129,-3.198091285
Cs1Sb1Pb1,CsSbPb_NaZnSb_129,-3.1967114619999997
Cs1Sb1Pb1,CsSbPb_MgAgSb_120,-3.1161964060000003
Cs1Sb1Pb1,CsSbPb_LiMnAs_129,-3.109523568
Cs1Sb1Pb1,CsSbPb_KZnSb_187,-3.096302223
Cs1Sb1Pb1,CsSbPb_KZnSb_194_1,-3.09535536
Cs1Sb1Pb1,CsSbPb_LiZbSb_186,-3.093576777
Cs1Sb1Pb1,CsSbPb_KZnAs_187_1,-3.09188253
Cs1Sb1Pb1,CsSbPb_YPPt_187,-3.090623687
Cs1Sb1Pb1,CsSbPb_LiZnP_216_2,-2.92073279
Cs1Sb1Pb1,CsSbPb_LiZnAs_216,-2.920200593
Cs1Sb1Pb1,CsSbPb_SrSnP_129,-2.919258305
Cs1Sb1Pb1,CsSbPb_NdNiP_194,-2.631478567
Cs1Sb1Pb1,CsSbPb_LiCdP_216,-2.414974843
Cs1Sn1As1,CsSnAs_NaCdAs_62_1,-3.553841973
Cs1Sn1As1,CsSnAs_NaCdSb_62,-3.552160003
Cs1Sn1As1,CsSnAs_KSnSb_186,-3.549187215
Cs1Sn1As1,CsSnAs_NaSnP_186,-3.54800582
Cs1Sn1As1,CsSnAs_KSnAs_186,-3.545265065
Cs1Sn1As1,CsSnAs_MgAgSb_120,-3.476523733
Cs1Sn1As1,CsSnAs_NaZnSb_129,-3.4469880269999997
Cs1Sn1As1,CsSnAs_KCdAs_129,-3.440746545
Cs1Sn1As1,CsSnAs_KCdSb_129,-3.440746533
Cs1Sn1As1,CsSnAs_LiFeAs_129,-3.4352938980000003
Cs1Sn1As1,CsSnAs_NaZnAs_129,-3.428296893
Cs1Sn1As1,CsSnAs_NaZnP_129_2,-3.42827949
Cs1Sn1As1,CsSnAs_NaZnP_129_1,-3.428228493
Cs1Sn1As1,CsSnAs_LiBeP_129,-3.427831108
Cs1Sn1As1,CsSnAs_LiBeAs_129,-3.4270661380000003
Cs1Sn1As1,CsSnAs_EuPPt_164,-3.38138239
Cs1Sn1As1,CsSnAs_KZnAs_194_2,-3.38082896
Cs1Sn1As1,CsSnAs_KZnP_194,-3.38080336
Cs1Sn1As1,CsSnAs_KZnAs_187_1,-3.380737313
Cs1Sn1As1,CsSnAs_KZnSb_187,-3.3805026469999997
Cs1Sn1As1,CsSnAs_KZnSb_194_1,-3.380495463
Cs1Sn1As1,CsSnAs_KZnSb_194_2,-3.38007387
Cs1Sn1As1,CsSnAs_NaBeSb_194,-3.378990865
Cs1Sn1As1,CsSnAs_NaBeAs_194,-3.378989823
Cs1Sn1As1,CsSnAs_LaPIr_109,-3.3787730239999996
Cs1Sn1As1,CsSnAs_YPPt_187,-3.378375567
Cs1Sn1As1,CsSnAs_LiBeSb_186,-3.361173998
Cs1Sn1As1,CsSnAs_LiMnAs_129,-3.33630876
Cs1Sn1As1,CsSnAs_HfAsRu_46,-3.32821266
Cs1Sn1As1,CsSnAs_CrNiP_189,-3.325087129
Cs1Sn1As1,CsSnAs_FeAsRh_189,-3.2932081839999996
Cs1Sn1As1,CsSnAs_LiZbSb_186,-3.186181033
Cs1Sn1As1,CsSnAs_ZnCuAs_216,-3.044129082
Cs1Sn1As1,CsSnAs_SrLiN_131,-2.78727992
Cs1Sn1As1,CsSnAs_LiCdP_216,-2.455040953
Cs1Sn1As1,CsSnAs_LiCdAs_216,-2.455021767
Cs1Sn1As1,CsSnAs_LiZnP_216_1,-2.45498116
Li1Be1Sb1,LiBeSb_KCN_8,-3.514803713
Li1Be1Sb1,LiBeSb_KCN_9,-3.512587288
Li1Be1Sb1,LiBeSb_LiBeSb_186,-3.500078555
Li1Be1Sb1,LiBeSb_LiZbSb_186,-3.495657568
Li1Be1Sb1,LiBeSb_LiFeAs_129,-3.458924913
Li1Be1Sb1,LiBeSb_LiBeAs_129,-3.4557251669999998
Li1Be1Sb1,LiBeSb_NaZnP_129_1,-3.455715198
Li1Be1Sb1,LiBeSb_NaZnP_129_2,-3.45571392
Li1Be1Sb1,LiBeSb_NaZnAs_129,-3.455411347
Li1Be1Sb1,LiBeSb_LiBeP_129,-3.45531719
Li1Be1Sb1,LiBeSb_NaZnSb_129,-3.450255925
Li1Be1Sb1,LiBeSb_KCdSb_129,-3.450250773
Li1Be1Sb1,LiBeSb_KCdAs_129,-3.449956678
Li1Be1Sb1,LiBeSb_NaCdSb_62,-3.447911286
Li1Be1Sb1,LiBeSb_NaCdAs_62_1,-3.4474819119999998
Li1Be1Sb1,LiBeSb_NaCdAs_62_2,-3.4462274330000002
Li1Be1Sb1,LiBeSb_KZnP_194,-3.4280444780000003
Li1Be1Sb1,LiBeSb_NaBeAs_194,-3.428039702
Li1Be1Sb1,LiBeSb_KZnAs_194_2,-3.428039642
Li1Be1Sb1,LiBeSb_NaBeSb_194,-3.427924575
Li1Be1Sb1,LiBeSb_EuPPt_164,-3.4230547469999997
Li1Be1Sb1,LiBeSb_KZnSb_194_2,-3.421675712
Li1Be1Sb1,LiBeSb_LiMnAs_129,-3.4028808230000003
Li1Be1Sb1,LiBeSb_ZnCuAs_216,-3.4027335119999997
Li1Be1Sb1,LiBeSb_KSnAs_186,-3.400171142
Li1Be1Sb1,LiBeSb_KSnSb_186,-3.400167193
Li1Be1Sb1,LiBeSb_NaSnP_186,-3.400076115
Li1Be1Sb1,LiBeSb_LiZnAs_216,-3.4000548530000003
Li1Be1Sb1,LiBeSb_LiZnP_216_2,-3.4000490869999997
Li1Be1Sb1,LiBeSb_CrNiP_189,-3.3929083739999997
Li1Be1Sb1,LiBeSb_TiFeP_189,-3.392732954
Li1Be1Sb1,LiBeSb_HfAsRu_46,-3.3905527889999996
Li1Be1Sb1,LiBeSb_KZnSb_187,-3.3702127269999997
Li1Be1Sb1,LiBeSb_YPPt_187,-3.368527203
Li1Be1Sb1,LiBeSb_KZnAs_187_1,-3.36627999
Li1Be1Sb1,LiBeSb_KZnSb_194_1,-3.364959823
Li1Be1Sb1,LiBeSb_LaPIr_109,-3.3186920580000003
Li1Be1Sb1,LiBeSb_BaNiN_62,-3.306993696
Li1Be1Sb1,LiBeSb_MgAgSb_120,-3.250348175
Li1Be1Sb1,LiBeSb_SrSnP_129,-3.2208540080000003
Li1Be1Sb1,LiBeSb_GeAsSe_52,-3.213453822
Li1Be1Sb1,LiBeSb_LiFeAs_164,-3.176615426
Li1Be1Sb1,LiBeSb_BaCuN_15,-3.157081815
Li1Be1Sb1,LiBeSb_LiFeP_107,-3.139678633
Li1Be1Sb1,LiBeSb_FeAsRh_189,-3.107018249
Li1Be1Sb1,LiBeSb_MnCoSb_225,-3.10562369
Li1Be1Sb1,LiBeSb_LiFeAs_194,-3.0985064469999997
Li1Be1Sb1,LiBeSb_LiZnP_216_1,-3.03419393
Li1Be1Sb1,LiBeSb_LiCdAs_216,-3.034176017
Li1Be1Sb1,LiBeSb_LiCdP_216,-3.03416968
Li1Be1Sb1,LiBeSb_SrLiN_131,-2.964202968
Li1Be1Sb1,LiBeSb_LiNiN_187,-2.958202387
Li1Be1Sb1,LiBeSb_NdNiP_194,-2.934221645
Li1Be1Sb1,LiBeSb_NbCrN_99,-2.8494704019999997
Li1Cd1As1,LiCdAs_LiZnAs_216,-2.97043837
Li1Cd1As1,LiCdAs_LiZnP_216_2,-2.970418687
Li1Cd1As1,LiCdAs_ZnCuAs_216,-2.9697408480000003
Li1Cd1As1,LiCdAs_LiBeSb_186,-2.916908232
Li1Cd1As1,LiCdAs_LiMnAs_129,-2.915279383
Li1Cd1As1,LiCdAs_LiZbSb_186,-2.913632965
Li1Cd1As1,LiCdAs_NaCdAs_62_1,-2.880274613
Li1Cd1As1,LiCdAs_NaCdAs_62_2,-2.8791259510000002
Li1Cd1As1,LiCdAs_NaCdSb_62,-2.877138188
Li1Cd1As1,LiCdAs_CrNiP_189,-2.854255638
Li1Cd1As1,LiCdAs_TiFeP_189,-2.8531490610000003
Li1Cd1As1,LiCdAs_HfAsRu_46,-2.852013118
Li1Cd1As1,LiCdAs_LiFeAs_129,-2.8412769439999996
Li1Cd1As1,LiCdAs_LiBeP_129,-2.838292065
Li1Cd1As1,LiCdAs_NaZnP_129_2,-2.83814401
Li1Cd1As1,LiCdAs_NaZnP_129_1,-2.838105877
Li1Cd1As1,LiCdAs_NaZnAs_129,-2.8380846330000002
Li1Cd1As1,LiCdAs_KSnSb_186,-2.8368386880000003
Li1Cd1As1,LiCdAs_MgAgSb_120,-2.836792074
Li1Cd1As1,LiCdAs_NaZnSb_129,-2.833110938
Li1Cd1As1,LiCdAs_KCdAs_129,-2.83308302
Li1Cd1As1,LiCdAs_KCdSb_129,-2.83308302
Li1Cd1As1,LiCdAs_KSnAs_186,-2.833068915
Li1Cd1As1,LiCdAs_LiBeAs_129,-2.8329283430000003
Li1Cd1As1,LiCdAs_NaSnP_186,-2.831544195
Li1Cd1As1,LiCdAs_LiFeAs_164,-2.801284943
Li1Cd1As1,LiCdAs_KZnAs_194_2,-2.790432757
Li1Cd1As1,LiCdAs_NaBeAs_194,-2.7902396819999997
Li1Cd1As1,LiCdAs_NaBeSb_194,-2.7901140069999997
Li1Cd1As1,LiCdAs_KZnP_194,-2.790055952
Li1Cd1As1,LiCdAs_EuPPt_164,-2.788686647
Li1Cd1As1,LiCdAs_BaNiN_62,-2.7873520139999997
Li1Cd1As1,LiCdAs_KZnSb_194_2,-2.7852592030000003
Li1Cd1As1,LiCdAs_NdNiP_194,-2.728865025
Li1Cd1As1,LiCdAs_LiZnP_216_1,-2.71871631
Li1Cd1As1,LiCdAs_LiCdP_216,-2.7187162369999998
Li1Cd1As1,LiCdAs_LiCdAs_216,-2.71855771
Li1Cd1As1,LiCdAs_SrLiN_131,-2.717678292
Li1Cd1As1,LiCdAs_MnCoSb_225,-2.716630285
Li1Cd1As1,LiCdAs_LiFeP_107,-2.7165628980000003
Li1Cd1As1,LiCdAs_FeAsRh_189,-2.695247301
Li1Cd1As1,LiCdAs_LaPIr_109,-2.680453373
Li1Cd1As1,LiCdAs_YPPt_187,-2.6738142369999998
Li1Cd1As1,LiCdAs_KZnAs_187_1,-2.672108217
Li1Cd1As1,LiCdAs_KZnSb_187,-2.66646478
Li1Cd1As1,LiCdAs_KZnSb_194_1,-2.664904613
Li1Cd1As1,LiCdAs_SrSnP_129,-2.66272156
Li1Cd1As1,LiCdAs_GeAsSe_52,-2.625136465
Li1Cd1As1,LiCdAs_NbCrN_99,-2.5829100080000003
Li1Cd1As1,LiCdAs_LiNiN_187,-2.48920609
K1Be1As1,KBeAs_KSnSb_186,-3.455082758
K1Be1As1,KBeAs_KZnP_194,-3.553300572
K1Be1As1,KBeAs_KZnSb_187,-3.54745796
K1Be1As1,KBeAs_LiZbSb_186,-3.5494218330000002
K1Be1As1,KBeAs_LiZnAs_216,-2.775938743
K1Be1As1,KBeAs_NaCdSb_62,-3.565535997
K1Be1As1,KBeAs_NaZnSb_129,-3.50065781
K1Be1As1,KBeAs_EuPPt_164,-3.55335821
K1Be1As1,KBeAs_BaCuN_15,-3.358622889
K1Be1As1,KBeAs_GeAsSe_52,-3.219816658
K1Be1As1,KBeAs_LaPIr_109,-3.251544918
K1Be1As1,KBeAs_LiFeAs_129,-3.505083047
K1Be1As1,KBeAs_LiMnAs_129,-3.2029692969999997
K1Be1As1,KBeAs_LiNiN_187,-3.191674887
K1Be1As1,KBeAs_MnCoSb_225,-2.03222436
K1Be1As1,KBeAs_NaSnP_186,-3.454960588
K1Be1As1,KBeAs_ZnCuAs_216,-2.7751515689999997
K1Be1As1,KBeAs_FeAsRh_189,-2.428449493
K1Be1As1,KBeAs_NbCrN_99,-3.004779451
K1Be1As1,KBeAs_CrNiP_189,-3.059014983
K1Be1As1,KBeAs_HfAsRu_46,-3.0587342960000004
K1Be1As1,KBeAs_KCN_9,-3.263862135
K1Be1As1,KBeAs_LiFeAs_164,-3.231874204
K1Be1As1,KBeAs_LiFeAs_194,-2.417213095
K1Be1As1,KBeAs_LiFeP_107,-2.9857230130000003
K1Be1As1,KBeAs_MgAgSb_120,-3.2338949
K1Be1As1,KBeAs_NaBeSb_194,-3.5532734230000003
K1Be1As1,KBeAs_NdNiP_194,-2.260777713
K1Be1As1,KBeAs_SrLiN_131,-2.249271915
K1Be1As1,KBeAs_SrSnP_129,-3.188941448
K1Be1As1,KBeAs_TiFeP_189,-3.058875108
K1Be1As1,KBeAs_YPPt_187,-3.551290937
K1Be1As1,KBeAs_KCdAs_129,-3.499683713
K1Be1As1,KBeAs_KCdSb_129,-3.499683713
K1Be1As1,KBeAs_KSnAs_186,-3.454903692
K1Be1As1,KBeAs_KZnAs_187_1,-3.551272907
K1Be1As1,KBeAs_KZnAs_194_2,-3.553293678
K1Be1As1,KBeAs_KZnSb_194_1,-3.54745821
K1Be1As1,KBeAs_KZnSb_194_2,-3.549446538
K1Be1As1,KBeAs_LiBeAs_129,-3.503461072
K1Be1As1,KBeAs_LiBeP_129,-3.503246148
K1Be1As1,KBeAs_LiBeSb_186,-3.549531052
K1Be1As1,KBeAs_LiCdAs_216,-1.9275466369999998
K1Be1As1,KBeAs_LiCdP_216,-1.9276121869999998
K1Be1As1,KBeAs_LiZnP_216_1,-1.927878843
K1Be1As1,KBeAs_LiZnP_216_2,-2.775620717
K1Be1As1,KBeAs_NaBeAs_194,-3.553277688
K1Be1As1,KBeAs_NaCdAs_62_1,-3.567755547
K1Be1As1,KBeAs_NaCdAs_62_2,-3.567015526
K1Be1As1,KBeAs_NaZnAs_129,-3.500578135
K1Be1As1,KBeAs_NaZnP_129_1,-3.501366865
K1Be1As1,KBeAs_NaZnP_129_2,-3.500295082
Li1As1Pb1,LiAsPb_KSnSb_186,-3.74429064
Li1As1Pb1,LiAsPb_KSnAs_186,-3.741211863
Li1As1Pb1,LiAsPb_NaSnP_186,-3.7411350519999997
Li1As1Pb1,LiAsPb_MgAgSb_120,-3.7120534189999996
Li1As1Pb1,LiAsPb_NdNiP_194,-3.6866710730000003
Li1As1Pb1,LiAsPb_FeAsRh_189,-3.67531532
Li1As1Pb1,LiAsPb_NaCdAs_62_1,-3.66575086
Li1As1Pb1,LiAsPb_NaCdSb_62,-3.6657304269999997
Li1As1Pb1,LiAsPb_NaCdAs_62_2,-3.658655725
Li1As1Pb1,LiAsPb_HfAsRu_46,-3.657557339
Li1As1Pb1,LiAsPb_LiMnAs_129,-3.653969342
Li1As1Pb1,LiAsPb_LiZnP_216_2,-3.6502750269999997
Li1As1Pb1,LiAsPb_LiZnAs_216,-3.650250663
Li1As1Pb1,LiAsPb_ZnCuAs_216,-3.647535673
Li1As1Pb1,LiAsPb_LiCdP_216,-3.643456427
Li1As1Pb1,LiAsPb_MnCoSb_225,-3.639249453
Li1As1Pb1,LiAsPb_LiCdAs_216,-3.63857845
Li1As1Pb1,LiAsPb_LiZnP_216_1,-3.63851736
Li1As1Pb1,LiAsPb_LiFeAs_164,-3.6292894089999996
Li1As1Pb1,LiAsPb_LiZbSb_186,-3.622364507
Li1As1Pb1,LiAsPb_SrLiN_131,-3.622360357
Li1As1Pb1,LiAsPb_LaPIr_109,-3.621858912
Li1As1Pb1,LiAsPb_BaNiN_62,-3.6135834589999996
Li1As1Pb1,LiAsPb_LiBeSb_186,-3.609499515
Li1As1Pb1,LiAsPb_EuPPt_164,-3.59240535
Li1As1Pb1,LiAsPb_CrNiP_189,-3.5915160810000004
Li1As1Pb1,LiAsPb_TiFeP_189,-3.5913695039999998
Li1As1Pb1,LiAsPb_LiFeP_107,-3.580292648
Li1As1Pb1,LiAsPb_LiBeP_129,-3.5646816919999997
Li1As1Pb1,LiAsPb_KZnP_194,-3.56210398
Li1As1Pb1,LiAsPb_KZnAs_194_2,-3.5620902219999997
Li1As1Pb1,LiAsPb_NaBeSb_194,-3.56208184
Li1As1Pb1,LiAsPb_NaBeAs_194,-3.5620788969999997
Li1As1Pb1,LiAsPb_LiFeAs_129,-3.5574140219999997
Li1As1Pb1,LiAsPb_KZnSb_194_2,-3.55674128
Li1As1Pb1,LiAsPb_KCdAs_129,-3.5453402769999998
Li1As1Pb1,LiAsPb_KCdSb_129,-3.5453402769999998
Li1As1Pb1,LiAsPb_BaCuN_15,-3.535809182
Li1As1Pb1,LiAsPb_KZnSb_187,-3.507653313
Li1As1Pb1,LiAsPb_KZnSb_194_1,-3.507642257
Li1As1Pb1,LiAsPb_KZnAs_187_1,-3.506788
Li1As1Pb1,LiAsPb_GeAsSe_52,-3.49791686
Li1As1Pb1,LiAsPb_SrSnP_129,-3.496319743
Li1As1Pb1,LiAsPb_LiBeAs_129,-3.495654645
Li1As1Pb1,LiAsPb_NaZnP_129_2,-3.487282478
Li1As1Pb1,LiAsPb_NaZnAs_129,-3.4871316980000002
Li1As1Pb1,LiAsPb_NaZnSb_129,-3.48629172
Li1As1Pb1,LiAsPb_YPPt_187,-3.472909573
Li1As1Pb1,LiAsPb_NbCrN_99,-3.4029882380000003
Li1As1Pb1,LiAsPb_LiNiN_187,-3.391811913
Rb1Be1Bi1,RbBeBi_NaBeAs_194,-2.8829245880000003
Rb1Be1Bi1,RbBeBi_NaBeSb_194,-2.882865878
Rb1Be1Bi1,RbBeBi_YPPt_187,-2.88265038
Rb1Be1Bi1,RbBeBi_EuPPt_164,-2.882542073
Rb1Be1Bi1,RbBeBi_LiBeSb_186,-2.882532943
Rb1Be1Bi1,RbBeBi_KZnSb_194_2,-2.87683796
Rb1Be1Bi1,RbBeBi_KZnAs_194_2,-2.876794688
Rb1Be1Bi1,RbBeBi_KZnP_194,-2.876787735
Rb1Be1Bi1,RbBeBi_KZnSb_194_1,-2.8766902869999997
Rb1Be1Bi1,RbBeBi_KZnSb_187,-2.87668925
Rb1Be1Bi1,RbBeBi_LiZbSb_186,-2.876577483
Rb1Be1Bi1,RbBeBi_KZnAs_187_1,-2.87649392
Rb1Be1Bi1,RbBeBi_LiFeAs_129,-2.820194217
Rb1Be1Bi1,RbBeBi_NaZnAs_129,-2.818506582
Rb1Be1Bi1,RbBeBi_NaZnP_129_1,-2.818414798
Rb1Be1Bi1,RbBeBi_LiBeAs_129,-2.8183590780000003
Rb1Be1Bi1,RbBeBi_NaZnP_129_2,-2.8183471769999997
Rb1Be1Bi1,RbBeBi_LiBeP_129,-2.817823003
Rb1Be1Bi1,RbBeBi_NaZnSb_129,-2.81616331
Rb1Be1Bi1,RbBeBi_KCdAs_129,-2.815974632
Rb1Be1Bi1,RbBeBi_KCdSb_129,-2.815974632
Rb1Be1Bi1,RbBeBi_NaSnP_186,-2.787767405
Rb1Be1Bi1,RbBeBi_KSnSb_186,-2.787714307
Rb1Be1Bi1,RbBeBi_KSnAs_186,-2.780377782
Rb1Be1Bi1,RbBeBi_NaCdAs_62_1,-2.713038682
Rb1Be1Bi1,RbBeBi_NaCdSb_62,-2.7124468960000003
Rb1Be1Bi1,RbBeBi_NaCdAs_62_2,-2.709422857
Rb1Be1Bi1,RbBeBi_BaCuN_15,-2.683690431
Rb1Be1Bi1,RbBeBi_LaPIr_109,-2.644845946
Rb1Be1Bi1,RbBeBi_HfAsRu_46,-2.6256611309999998
Rb1Be1Bi1,RbBeBi_MgAgSb_120,-2.624365819
Rb1Be1Bi1,RbBeBi_KCN_8,-2.6238714080000003
Rb1Be1Bi1,RbBeBi_FeAsRh_189,-2.586892343
Rb1Be1Bi1,RbBeBi_LiMnAs_129,-2.541469283
Rb1Be1Bi1,RbBeBi_LiFeP_107,-2.501028625
Rb1Be1Bi1,RbBeBi_CrNiP_189,-2.4913995840000003
Rb1Be1Bi1,RbBeBi_LiNiN_187,-2.485722983
Rb1Be1Bi1,RbBeBi_NbCrN_99,-2.477534794
Rb1Be1Bi1,RbBeBi_TiFeP_189,-2.455766414
Rb1Be1Bi1,RbBeBi_ZnCuAs_216,-2.219197566
Rb1Be1Bi1,RbBeBi_LiZnAs_216,-2.217858683
Rb1Be1Bi1,RbBeBi_LiZnP_216_2,-2.217837357
Rb1Be1Bi1,RbBeBi_SrSnP_129,-2.005865577
Rb1Be1Bi1,RbBeBi_NdNiP_194,-2.002769232
Rb1Be1Bi1,RbBeBi_MnCoSb_225,-1.822677149
Rb1Be1Bi1,RbBeBi_SrLiN_131,-1.759404837
Rb1Be1Bi1,RbBeBi_LiCdAs_216,-1.58368193
Rb1Be1Bi1,RbBeBi_LiCdP_216,-1.583622813
Rb1Be1Bi1,RbBeBi_LiZnP_216_1,-1.5835087230000002
Rb1Cd1P1,RbCdP_NaBeAs_194,-2.75649512
Rb1Cd1P1,RbCdP_LiBeSb_186,-2.756334647
Rb1Cd1P1,RbCdP_EuPPt_164,-2.752496878
Rb1Cd1P1,RbCdP_KZnP_194,-2.75108496
Rb1Cd1P1,RbCdP_NaBeSb_194,-2.751082878
Rb1Cd1P1,RbCdP_KZnSb_194_2,-2.751065102
